Title: Temperature and Distance Dependence of Tidal Circularization in Close 
       Binaries: A Catalog of Eclipsing Binaries in the Southern Hemisphere 
       Observed by the TESS Satellite.  
Authors: Justesen A.B., Albrecht S. 
Table: Orbital Parameters of TESS Eclipsing Binaries
================================================================================
Byte-by-byte Description of file: apjabefcdt2_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units Label  Explanations
--------------------------------------------------------------------------------
   1-  9 I9     ---   TIC    TESS Input Catalog ID
  11- 25 E15.9  d     P      Orbital period
  27- 41 E15.9  ---   t1     Time of primary eclipse (1)
  43- 57 E15.9  ---   t2     Time of secondary eclipse (1)
  59- 73 E15.9  ---   ecosw  Eccentricity times cos(longitude of periastron) 
  75- 89 E15.9  ---   d1     Depth of primary eclipse
  91-105 E15.9  ---   d2     Depth of secondary eclipse
 107-121 E15.9  mag   Tmag   TESS apparent magnitude
--------------------------------------------------------------------------------
Note (1): TESS Barycentric Julian Date (BJD - 2457000).
--------------------------------------------------------------------------------
384742846 6.356921122e+00 1.656064193e+03 1.659220959e+03 5.360686467e-03 1.953187130e-01 2.648663125e-02 9.054700000e+00 
 30562668 3.852298991e+00 1.545044939e+03 1.543119504e+03 2.915320999e-04 4.231337012e-02 1.265219330e-02 5.991700000e+00 
 80025900 4.058635473e+00 1.519134428e+03 1.520788725e+03 1.248253080e-01 8.662003964e-02 4.015858173e-02 1.073780000e+01 
230982885 4.145514183e+00 1.355490430e+03 1.357563155e+03 1.232098658e-05 1.360326409e-02 1.269659882e-02 9.969600000e+00 
 55489734 1.301723433e+01 1.500818166e+03 1.496646048e+03 2.854583685e-01 2.413996887e-01 1.594035078e-01 8.527280000e+00 
454262852 2.368612419e+00 1.625633378e+03 1.626815834e+03 1.226830284e-03 3.036814681e-02 3.052233900e-02 1.486370000e+01 
257567854 7.065045718e+00 1.411902651e+03 1.415434747e+03 9.503161273e-05 1.167681004e-02 1.044601018e-02 1.118500000e+01 
399729481 8.041018579e-01 1.438116657e+03 1.438515024e+03 7.178709524e-03 4.960518348e-02 2.296845974e-02 1.249780000e+01 
 61135882 5.641002745e+00 1.662028025e+03 1.664836928e+03 3.204675533e-03 4.803704747e-02 9.961061156e-03 1.277960000e+01 
122285268 7.209321549e-01 1.600038504e+03 1.600397888e+03 2.326811858e-03 5.516726841e-02 3.732504604e-02 9.504000000e+00 
319606464 1.496510032e+00 1.655350996e+03 1.654604224e+03 1.555890307e-03 7.174836055e-02 3.765987077e-02 1.424260000e+01 
394657952 1.744770018e+00 1.626483801e+03 1.625611526e+03 9.907436963e-05 2.368740680e-02 2.368778761e-02 1.025620000e+01 
289596375 7.260145416e+00 1.519065002e+03 1.515549251e+03 2.111968140e-02 2.764382733e-02 5.116251382e-03 7.832710000e+00 
139841210 1.489003774e+00 1.325581856e+03 1.324837400e+03 4.796626598e-05 1.641080843e-01 1.276137933e-01 1.010110000e+01 
318868368 3.690800544e+00 1.412038680e+03 1.413884053e+03 1.157523154e-05 4.433647456e-01 4.408150609e-01 1.003280000e+01 
231973885 2.894888875e+00 1.439962752e+03 1.438518194e+03 1.566189090e-03 8.330055763e-01 1.193479217e-01 1.104100000e+01 
124199788 4.704312335e+00 1.493213780e+03 1.495565917e+03 6.547250143e-06 6.791659126e-02 5.671088902e-02 1.128990000e+01 
146344020 2.494537892e+00 1.438009851e+03 1.439257046e+03 4.683593134e-05 2.516874895e-02 1.121945497e-02 1.180940000e+01 
317191077 2.191620548e+00 1.469540827e+03 1.468445050e+03 2.406603643e-05 4.755071721e-02 3.011253258e-02 9.207200000e+00 
158713903 3.594280301e+00 1.571598671e+03 1.573151907e+03 1.067934256e-01 4.505240233e-01 4.538226531e-01 1.119030000e+01 
424992973 6.925399737e+00 1.442114998e+03 1.438652341e+03 9.758028991e-06 3.515407199e-01 5.098435858e-02 9.944000000e+00 
 79565128 1.623149397e+00 1.386579975e+03 1.387391372e+03 1.713850242e-04 2.006425055e-01 1.533998182e-01 1.192150000e+01 
365717153 1.190965696e+01 1.608897908e+03 1.603299376e+03 4.691298692e-02 9.718721811e-02 1.096970538e-02 1.151190000e+01 
238162238 2.437441134e+00 1.492552689e+03 1.491334033e+03 4.080082522e-05 4.459337192e-02 3.051438041e-02 8.745400000e+00 
282051803 2.463607992e+00 1.600128928e+03 1.598897530e+03 2.589550041e-04 7.008230662e-02 8.219565356e-03 9.143000000e+00 
410094645 6.658892994e+00 1.517978212e+03 1.514649058e+03 6.884096623e-05 2.250715392e-02 2.261818710e-02 1.241670000e+01 
407584737 5.650582042e+00 1.657588180e+03 1.660402291e+03 3.105929053e-03 6.584362654e-02 1.015199552e-02 7.572800000e+00 
408351795 3.675961853e+00 1.520459304e+03 1.522297196e+03 3.797943247e-05 1.777294236e-01 4.522396670e-02 1.062240000e+01 
149629043 2.188109007e+00 1.600462829e+03 1.599368804e+03 2.118625268e-05 3.793372964e-01 3.589205228e-01 1.255130000e+01 
144804862 2.384178612e+00 1.519616467e+03 1.520806605e+03 1.284099506e-03 8.969665528e-02 2.580937001e-02 1.132680000e+01 
  9054370 3.190013782e+00 1.357130323e+03 1.355535345e+03 1.419500977e-05 4.155332271e-02 3.688057842e-02 7.617600000e+00 
 22079739 1.372460576e+00 1.545348592e+03 1.544664114e+03 1.992812706e-03 1.094104021e-01 6.335677751e-02 1.520410000e+01 
301247295 8.507015440e+00 1.633298151e+03 1.637522178e+03 5.439664647e-03 1.523402996e-01 1.433075206e-01 9.506400000e+00 
310308203 2.694231387e+00 1.438568263e+03 1.437225653e+03 2.623959679e-03 4.100006900e-01 9.864431011e-02 9.951900000e+00 
396655059 7.977237402e+00 1.626933375e+03 1.622953140e+03 1.649540030e-03 1.228607619e-01 5.702737956e-02 1.008570000e+01 
206468815 7.370450782e+00 1.391855601e+03 1.395540717e+03 2.342157067e-05 1.206596747e-01 2.043286439e-02 9.775900000e+00 
281459670 6.348555269e+00 1.328041404e+03 1.331213768e+03 4.730754573e-04 1.604023961e-02 1.494419731e-02 1.167140000e+01 
273792220 1.987910159e+00 1.354539970e+03 1.355533545e+03 2.955808217e-04 6.197160241e-02 2.831949907e-02 7.464800000e+00 
 67719432 1.001682809e+00 1.438361646e+03 1.437861135e+03 5.179676151e-04 4.115815265e-01 2.798842294e-01 1.169660000e+01 
141124793 5.886860169e+00 1.628574137e+03 1.625635179e+03 1.192881875e-03 1.960122955e-02 1.624354739e-02 1.131100000e+01 
126586580 3.927203109e+00 1.493060852e+03 1.491163584e+03 2.633504009e-02 6.196907926e-02 1.330350710e-02 5.819400000e+00 
255700967 6.851225301e+00 1.497977986e+03 1.494552467e+03 2.131354617e-05 4.993637903e-02 4.391814717e-02 8.668200000e+00 
232185093 4.469070882e+00 1.471544877e+03 1.473574931e+03 6.932039430e-02 4.791431691e-02 2.093112065e-02 1.113460000e+01 
 49418981 2.567817986e+00 1.546748468e+03 1.545467505e+03 1.742407636e-03 5.494950494e-02 1.204821878e-02 6.456300000e+00 
 60979860 4.774075225e+00 1.517598935e+03 1.519985917e+03 1.846596923e-05 2.429811738e-01 2.362476208e-01 7.938260000e+00 
 93681365 7.921524225e-01 1.492335745e+03 1.491941514e+03 3.657451122e-03 8.936868685e-02 5.394832283e-02 1.480610000e+01 
 31850842 2.319827090e+00 1.354287887e+03 1.353128062e+03 6.046918111e-05 2.886746382e-01 8.260962789e-02 1.015840000e+01 
397048159 1.605488277e+00 1.438515702e+03 1.439318410e+03 3.519253066e-05 2.935994100e-01 9.089555141e-02 1.017210000e+01 
440777904 6.710228703e+00 1.491696497e+03 1.495051166e+03 1.041819185e-04 1.050897058e-02 1.086571776e-02 1.130720000e+01 
178858648 8.946542320e+00 1.440487590e+03 1.444905628e+03 9.693438362e-03 1.890077254e-01 1.828238734e-01 9.444700000e+00 
144065872 4.369306145e+00 1.326505987e+03 1.328690631e+03 3.457749056e-06 1.142514398e-02 1.136966169e-02 9.499500000e+00 
318573150 5.740089296e+00 1.492279017e+03 1.495148836e+03 6.188546011e-05 2.367684304e-01 1.553564021e-01 1.047250000e+01 
279217728 8.730540724e+00 1.656254007e+03 1.660553719e+03 1.168614678e-02 6.715228169e-02 1.469624463e-02 1.185200000e+01 
273697554 1.187770178e+01 1.659656499e+03 1.655495288e+03 2.272977392e-01 2.780478498e-01 1.198671832e-01 9.544400000e+00 
437241830 9.442692518e-01 1.545018684e+03 1.544546582e+03 5.323746367e-05 1.999071657e-01 4.994580490e-02 7.882360000e+00 
370678161 7.555523541e+00 1.625294193e+03 1.621583141e+03 1.386554103e-02 2.106389245e-01 2.049783845e-01 8.645500000e+00 
253928535 2.249272795e+00 1.327382555e+03 1.326257922e+03 2.208007198e-06 2.307007880e-01 2.386891447e-01 1.118630000e+01 
179238861 1.165449152e+00 1.545226493e+03 1.544643805e+03 5.009920235e-05 1.648710375e-01 5.760378108e-02 1.040150000e+01 
 32150630 1.492037199e+00 1.492828057e+03 1.492082420e+03 4.007059054e-04 1.503727997e-01 2.840465175e-02 1.196310000e+01 
146601318 9.870498519e-01 1.517931375e+03 1.518424710e+03 3.026083897e-04 1.978672858e-02 1.550756915e-02 1.053400000e+01 
436592342 4.422027408e+00 1.441453292e+03 1.443663303e+03 3.541109427e-04 8.260268871e-02 7.986005643e-02 9.205200000e+00 
 80252615 2.694699034e+00 1.660013534e+03 1.661360697e+03 1.086604137e-04 5.840199147e-02 5.040857296e-02 8.053600000e+00 
 54018297 1.939761064e+00 1.386049003e+03 1.387018412e+03 3.818224985e-04 5.998928549e-01 1.166279458e-01 8.859120000e+00 
 29847695 4.998361329e+00 1.387976072e+03 1.390120218e+03 1.104368491e-01 7.640924875e-02 1.270769152e-02 7.594000000e+00 
437242640 8.635271208e+00 1.546422634e+03 1.550739924e+03 6.278310173e-05 1.169003810e-02 1.102884033e-02 9.756600000e+00 
146597035 4.400363274e+00 1.439339829e+03 1.441539984e+03 9.304320061e-06 7.435441056e-02 7.438600323e-02 8.862410000e+00 
403693875 7.048857824e+00 1.469706027e+03 1.473230366e+03 2.013366866e-05 2.651084373e-02 2.110966227e-02 1.336750000e+01 
116417661 2.277669834e+00 1.354566124e+03 1.353431034e+03 2.582759365e-03 1.527747821e-01 2.145240365e-02 9.228000000e+00 
 61898904 2.876017158e+00 1.658129085e+03 1.659564173e+03 1.594532870e-03 4.568775737e-02 6.799862842e-03 1.262860000e+01 
  4742129 2.071990732e+00 1.410981704e+03 1.412017697e+03 1.445180087e-06 4.850896991e-01 3.639661495e-01 1.120570000e+01 
 10756751 3.488511818e+00 1.387998254e+03 1.386255044e+03 4.709802943e-04 3.137592389e-01 7.533480775e-02 9.418900000e+00 
449580880 1.999680055e+00 1.600577208e+03 1.599581643e+03 3.358022999e-03 2.755824662e-02 3.835436419e-02 1.295710000e+01 
 31303242 7.056726677e+00 1.441235424e+03 1.444683194e+03 1.794052024e-02 3.657102789e-01 3.404435871e-01 1.014100000e+01 
 29478974 1.245393774e+01 1.333784413e+03 1.338920183e+03 1.372247741e-01 6.918490987e-02 1.389610633e-02 1.061900000e+01 
 41561453 1.513760930e+00 1.625170495e+03 1.625927065e+03 3.217435141e-04 5.554517361e-01 1.878211843e-01 1.019370000e+01 
419744996 7.004976220e+00 1.656912042e+03 1.659921791e+03 1.093436555e-01 1.407110292e-01 1.455209299e-01 8.579700000e+00 
232030067 3.969397612e+00 1.492792520e+03 1.494775293e+03 7.622442799e-04 3.598849843e-02 1.273207988e-02 1.148100000e+01 
229047362 7.529710553e+00 1.572990799e+03 1.576755243e+03 8.583571870e-05 2.192661600e-02 2.141068834e-02 1.121750000e+01 
 32702481 1.897792230e+00 1.468710352e+03 1.469658664e+03 4.832382143e-04 2.698418049e-01 8.357550174e-02 8.919000000e+00 
425934411 1.706521796e+00 1.354503788e+03 1.355353796e+03 2.992743449e-03 2.972719960e-02 2.517398532e-02 1.471090000e+01 
301407485 2.664128448e+00 1.411189697e+03 1.409858282e+03 3.824393387e-04 4.134924157e-01 1.174225255e-01 8.119150000e+00 
234494090 1.945241643e+00 1.355044848e+03 1.356017002e+03 3.769511326e-04 1.909505028e-01 1.674255443e-01 1.619540000e+01 
303427297 4.297118520e+00 1.569946951e+03 1.567924218e+03 4.600829394e-02 1.796651567e-02 1.255442084e-02 9.947300000e+00 
107087647 1.397685247e+00 1.492291776e+03 1.492989276e+03 1.508875720e-03 3.699318474e-02 1.769430562e-02 1.446340000e+01 
 32050581 3.113138588e+00 1.601968860e+03 1.600420972e+03 4.380596239e-03 2.450439561e-02 2.064477216e-02 1.214380000e+01 
219998089 6.202124224e+00 1.390654352e+03 1.387605730e+03 1.328049245e-02 2.192529266e-01 1.437204332e-01 9.826300000e+00 
244163413 1.788035149e+00 1.387699976e+03 1.386806106e+03 1.290061480e-04 1.497624375e-01 3.642724050e-02 9.794800000e+00 
168384614 2.267696928e+00 1.545609998e+03 1.544476520e+03 2.562586029e-04 2.095993138e-01 2.026659140e-01 5.755960000e+00 
 35481236 1.843433598e+00 1.493191012e+03 1.492385236e+03 9.870592490e-02 3.432890554e-01 3.175145553e-01 9.969040000e+00 
 38023570 1.221444779e+00 1.468801977e+03 1.468192946e+03 2.175244168e-03 1.690975213e-01 6.338475352e-02 1.535330000e+01 
383427491 5.800471552e+00 1.656611104e+03 1.653711325e+03 1.236716642e-04 1.394661473e-01 1.126280521e-01 8.869400000e+00 
113567527 6.650541632e+00 1.663121030e+03 1.666436251e+03 2.372920375e-03 8.460295489e-02 7.780663235e-03 9.984900000e+00 
401606923 1.391721028e+01 1.664441409e+03 1.660265162e+03 2.930668778e-01 1.570986336e-01 2.779282633e-02 1.017780000e+01 
287669537 1.295078271e+00 1.600688474e+03 1.600040990e+03 6.776533580e-05 1.364847117e-01 2.463300892e-02 9.644300000e+00 
306130391 4.645339376e+00 1.570904349e+03 1.568581844e+03 5.579556650e-05 4.551668090e-02 3.231228573e-02 9.660400000e+00 
446832107 6.194597242e+00 1.575216273e+03 1.572119815e+03 2.132450278e-04 1.422005748e-01 1.070982703e-02 1.055440000e+01 
289793076 6.087775521e+00 1.328085161e+03 1.331128718e+03 8.512543779e-05 2.345474066e-02 2.555401554e-02 1.316300000e+01 
  9380768 1.622227015e+00 1.439530791e+03 1.438719678e+03 4.983688945e-07 2.981125689e-01 2.706436276e-01 1.050730000e+01 
260352096 1.561366238e+00 1.571613883e+03 1.572394504e+03 6.258948681e-05 8.439513231e-02 7.126717861e-02 1.482720000e+01 
 98853987 2.728381597e+00 1.412754706e+03 1.411398995e+03 4.882242885e-03 3.463858449e-01 3.096032277e-01 8.032200000e+00 
302038263 1.547260335e+00 1.571530535e+03 1.572303588e+03 5.859766002e-04 6.067034621e-02 1.167842289e-02 1.036300000e+01 
181341926 1.005444439e+00 1.658065886e+03 1.658568378e+03 3.600375460e-04 4.879448607e-01 1.103110000e-01 1.026870000e+01 
179034615 6.621478219e-01 1.438362112e+03 1.438033145e+03 4.998027389e-03 1.133025638e-01 5.340458720e-02 1.537500000e+01 
306272819 2.546086341e+00 1.625049576e+03 1.623776817e+03 1.754196476e-04 4.302221963e-01 4.057421591e-01 1.168850000e+01 
 64783257 3.855321370e+00 1.491844153e+03 1.493687912e+03 3.307472711e-02 5.962695275e-02 6.287526381e-02 1.378310000e+01 
218152299 2.519604979e+00 1.631329214e+03 1.630069414e+03 1.502325160e-06 7.600826241e-02 7.723012172e-02 8.781900000e+00 
157754133 2.295648180e+00 1.545896638e+03 1.547043969e+03 3.378517466e-04 1.543506349e-01 1.283990048e-01 8.805720000e+00 
220315592 1.970972552e+00 1.479627127e+03 1.478708231e+03 5.273472406e-02 4.505124149e-02 6.391380486e-03 1.216760000e+01 
167656297 2.265611433e+00 1.492979295e+03 1.494111760e+03 2.360595811e-04 5.646339410e-02 3.141701879e-02 1.393860000e+01 
 44890224 1.043040753e+01 1.438790251e+03 1.442413594e+03 2.343591643e-01 2.129085563e-01 5.881231145e-02 1.451420000e+01 
260502102 7.315204560e+00 1.468407099e+03 1.466029151e+03 2.766596605e-01 1.715422670e-01 1.649051871e-01 1.102610000e+01 
339566276 4.240363444e+00 1.631325766e+03 1.633237489e+03 7.724162432e-02 1.572924786e-01 9.759417779e-02 6.377200000e+00 
386437695 3.575401906e+00 1.519027124e+03 1.517239500e+03 3.382409874e-05 6.747957803e-02 7.231923600e-02 1.186140000e+01 
269078565 2.455478821e+00 1.438107904e+03 1.439335640e+03 2.150446883e-06 7.440427854e-01 8.979527150e-02 1.198010000e+01 
126763885 4.357350901e+00 1.328346837e+03 1.326174532e+03 2.295101892e-03 8.912544660e-02 7.121244862e-03 1.241110000e+01 
169770571 1.846206327e+00 1.492373247e+03 1.491450914e+03 6.542613701e-04 7.045575977e-02 7.392660095e-03 1.158520000e+01 
425077106 2.232256902e+00 1.411883017e+03 1.412998875e+03 1.899219465e-04 2.307169449e-01 2.298683188e-01 8.720300000e+00 
276315375 2.048696817e+00 1.658115130e+03 1.657090799e+03 1.286227974e-05 1.282693168e-01 1.137459528e-02 1.044440000e+01 
 77031414 2.773303512e+00 1.356582018e+03 1.357968355e+03 1.784737373e-04 1.469612885e-02 1.577647823e-02 1.095710000e+01 
400525177 1.871586949e+00 1.544191150e+03 1.545126160e+03 6.573228055e-04 2.949803564e-02 1.076366421e-02 1.177760000e+01 
 91369561 3.984408375e+00 1.328379403e+03 1.326388305e+03 4.358136804e-04 5.175540062e-01 9.941347366e-02 1.095450000e+01 
 72782654 6.630881940e+00 1.471237467e+03 1.474028719e+03 1.226176838e-01 4.641422790e-01 4.503230545e-01 9.822500000e+00 
402918060 2.562322455e+00 1.626272988e+03 1.624991997e+03 1.043150176e-04 9.753076589e-02 6.917062294e-02 1.324910000e+01 
146463781 8.358149933e-01 1.517890714e+03 1.517481921e+03 1.713029657e-02 3.895904651e-02 3.190372075e-02 1.470340000e+01 
349310205 8.788718683e-01 1.492251974e+03 1.492690719e+03 1.236442501e-03 7.682037820e-02 2.578367941e-02 1.534920000e+01 
 77158150 2.486970396e+00 1.438039319e+03 1.436795860e+03 1.629361025e-05 1.932622070e-01 1.336903030e-01 7.643500000e+00 
294206967 2.758008052e+00 1.601643592e+03 1.600265099e+03 2.914140205e-04 2.453665897e-02 6.593382614e-03 1.301970000e+01 
300324638 2.641389022e+00 1.627528129e+03 1.626207443e+03 5.311990681e-06 4.274681455e-01 3.843899125e-01 1.214920000e+01 
419944060 1.820494974e+00 1.601645108e+03 1.602555095e+03 2.252795670e-04 4.753688325e-02 2.941040709e-02 1.552500000e+01 
106470229 1.004227464e+01 1.544416403e+03 1.549437176e+03 5.698861034e-05 3.966920494e-02 4.009601942e-02 1.308400000e+01 
157774304 1.178567390e+01 1.546002687e+03 1.550210914e+03 2.185523111e-01 9.239328077e-02 5.229406379e-03 1.135470000e+01 
142742998 3.096200871e+00 1.520000424e+03 1.521548487e+03 1.913974976e-05 3.830627190e-01 3.444328631e-01 9.654100000e+00 
301405723 9.426784846e-01 1.411208081e+03 1.410736768e+03 4.341416109e-05 4.302797306e-01 7.830867720e-02 1.117280000e+01 
231822771 2.014803879e+00 1.492838474e+03 1.491831081e+03 7.042113070e-06 4.541818735e-01 4.396088245e-01 1.096510000e+01 
 67688552 1.462184813e+00 1.438749088e+03 1.438018473e+03 5.131035983e-04 1.600314040e-01 3.716288818e-02 9.450460000e+00 
442829369 3.863129180e+00 1.631274813e+03 1.633206349e+03 1.180608608e-05 2.376463699e-01 1.560163051e-01 8.974100000e+00 
469166137 9.309258162e-01 1.544317334e+03 1.544771834e+03 1.849804557e-02 6.311188188e-02 2.797824223e-02 1.512290000e+01 
100100827 1.882913503e+00 1.386467254e+03 1.385525841e+03 3.660474648e-05 1.115148702e-02 1.046682071e-02 8.828700000e+00 
349832824 1.040730420e+00 1.517426808e+03 1.517947165e+03 1.134633918e-05 1.699433190e-01 4.081862809e-02 1.026840000e+01 
250196734 7.703971718e+00 1.447576178e+03 1.445009083e+03 2.650330478e-01 5.039494334e-01 3.960738542e-01 1.108690000e+01 
124642273 2.466658866e+00 1.493626585e+03 1.492393868e+03 3.901417216e-04 3.687593372e-02 2.783334262e-02 1.474390000e+01 
219984354 1.238196469e+00 1.386566103e+03 1.385948346e+03 1.700345214e-03 5.529911412e-01 1.184212003e-01 9.246000000e+00 
260504147 8.418301543e+00 1.492449333e+03 1.496593719e+03 1.208409854e-02 1.678929425e-01 1.619722366e-01 8.529000000e+00 
365694569 9.035092998e+00 1.474453241e+03 1.469964123e+03 4.942032137e-03 3.454683227e-01 2.801653335e-01 8.553020000e+00 
341193555 9.723776310e+00 1.570630064e+03 1.565947153e+03 2.886561749e-02 8.526766382e-02 2.564883825e-02 1.119980000e+01 
 52280468 1.136518956e+00 1.492023748e+03 1.491455635e+03 2.018536315e-04 8.564014489e-02 8.166260291e-02 1.231230000e+01 
382308684 9.074294152e+00 1.658306148e+03 1.662841479e+03 3.112434341e-04 5.996077713e-02 1.216002194e-02 1.011340000e+01 
259589049 9.968212856e+00 1.441974124e+03 1.446958221e+03 1.574785584e-06 2.409658605e-01 2.284335044e-01 1.049160000e+01 
139699256 5.948443989e+00 1.331217711e+03 1.328411748e+03 4.443054610e-02 4.656810614e-01 4.658812028e-01 7.148700000e+00 
206462116 2.967555758e+00 1.327967914e+03 1.326484992e+03 4.524529713e-04 1.152825525e-01 5.886742840e-02 9.181000000e+00 
219310882 1.508667614e+00 1.544278622e+03 1.543525713e+03 1.483043999e-03 1.924599708e-02 1.978746132e-02 1.324090000e+01 
 10838695 2.306120300e+00 1.386671471e+03 1.385518714e+03 2.057323310e-04 3.772744447e-01 4.293570144e-02 1.007420000e+01 
180943676 8.418124134e+00 1.496673820e+03 1.500810646e+03 1.340219757e-02 8.137014571e-02 7.682619978e-03 1.046100000e+01 
179308923 1.883824371e+00 1.571116153e+03 1.570197348e+03 1.926806208e-02 1.057492197e-02 1.044773183e-02 1.147600000e+01 
464838153 3.872899757e+00 1.471728289e+03 1.473662036e+03 1.095312350e-03 2.138065303e-01 2.029470092e-01 1.077150000e+01 
146559015 5.282266120e+00 1.438096554e+03 1.435471232e+03 4.652439349e-03 5.785990280e-02 5.214678792e-02 1.126400000e+01 
363933313 4.686651820e+00 1.625517601e+03 1.627757370e+03 3.260168043e-02 1.189529658e-01 1.390788981e-02 1.042780000e+01 
143022688 1.566159282e+00 1.411184776e+03 1.410401905e+03 2.089548509e-04 1.296597670e-01 3.380879311e-02 1.020510000e+01 
265614546 5.137122725e+00 1.468864044e+03 1.466470646e+03 5.209706792e-02 5.112886318e-02 2.661476530e-02 1.335240000e+01 
124712813 8.256494157e-01 1.492304988e+03 1.492717106e+03 1.274509385e-03 6.695322628e-02 4.858714785e-02 1.349510000e+01 
250387838 6.886198336e+00 1.411306521e+03 1.414729156e+03 4.546173380e-03 3.701209930e-02 2.351933417e-02 7.260600000e+00 
404156386 2.344479683e+00 1.659345087e+03 1.660517326e+03 1.567408897e-07 4.962986081e-01 4.214845114e-01 1.005530000e+01 
350297040 1.087399099e+01 1.502423738e+03 1.497112241e+03 1.812913833e-02 1.973317322e-01 3.850342081e-02 1.115850000e+01 
220318793 2.776020282e+00 1.469944325e+03 1.471322228e+03 5.679353691e-03 2.988795572e-02 1.597450667e-02 1.313040000e+01 
186544053 8.911659130e+00 1.518157420e+03 1.522401371e+03 3.735298047e-02 1.798346522e-02 6.380918873e-03 1.124000000e+01 
 51288359 1.801932700e+00 1.631143315e+03 1.630247065e+03 4.111263641e-03 2.549092311e-02 2.172945071e-02 8.780800000e+00 
231010756 3.784565942e+00 1.354576795e+03 1.356320344e+03 6.167742146e-02 1.314488378e-01 8.806796891e-02 8.319700000e+00 
333642126 9.653355089e+00 1.442057990e+03 1.446857190e+03 4.463999475e-03 1.148516852e-01 1.081121268e-01 1.101010000e+01 
207080350 9.110596094e+00 1.332779502e+03 1.329903021e+03 2.918137115e-01 3.385187582e-01 2.728496024e-01 7.093800000e+00 
148274098 4.053350706e+00 1.493496167e+03 1.495522831e+03 4.305528858e-06 1.992743750e-01 9.949332606e-02 1.100130000e+01 
358232450 1.669773153e+00 1.354781098e+03 1.353953852e+03 7.186965457e-03 3.413304733e-01 2.318422738e-01 4.496700000e+00 
220397947 3.552029283e+00 1.547771247e+03 1.549543564e+03 1.623855974e-03 7.517720628e-02 6.904714274e-02 1.040380000e+01 
160484494 2.860080316e+00 1.602361990e+03 1.603790768e+03 6.926654207e-04 3.430995621e-02 7.206281037e-03 1.126680000e+01 
 55652785 1.694141287e+00 1.519026470e+03 1.518179640e+03 2.227752846e-04 1.056303792e-01 4.233177057e-02 1.012970000e+01 
141268467 4.181089475e+00 1.470707331e+03 1.472797874e+03 5.393124897e-07 4.751061147e-01 4.600039183e-01 7.708800000e+00 
325205605 4.248350950e+00 1.328664544e+03 1.326540807e+03 1.616698819e-04 8.338791899e-02 2.957688505e-02 1.191790000e+01 
219373406 8.618960420e-01 1.438346308e+03 1.438777203e+03 9.670426126e-05 6.373352998e-01 1.664323024e-01 1.051080000e+01 
381948745 3.191514522e+00 1.600477146e+03 1.598881414e+03 1.265084651e-05 7.085818274e-02 6.939950651e-02 9.845600000e+00 
219927211 5.386021428e+00 1.658161698e+03 1.660854529e+03 5.246812740e-05 1.893735516e-02 1.850486009e-02 1.198300000e+01 
142677613 6.182657708e+00 1.496441329e+03 1.499463308e+03 1.760901837e-02 1.662466279e-01 2.083802991e-02 7.668750000e+00 
 38699825 2.084650264e+00 1.410975986e+03 1.412018285e+03 2.016340859e-05 3.297381241e-01 2.821229437e-01 8.296000000e+00 
 24133365 7.068968586e+00 1.635818167e+03 1.638472808e+03 1.965890736e-01 8.110714644e-02 2.274806034e-02 8.401520000e+00 
382391899 3.910198191e+00 1.411093082e+03 1.413048097e+03 3.380327475e-05 1.949086040e-02 2.108267283e-02 1.105290000e+01 
350025490 1.253706349e+00 1.600280249e+03 1.599653578e+03 2.281969979e-04 1.203438165e-02 7.904328074e-03 1.187850000e+01 
 80556181 2.819471123e+00 1.493779739e+03 1.492370005e+03 7.459361021e-07 3.514909410e-01 2.470120146e-01 1.026260000e+01 
147131974 8.016903005e-01 1.325718569e+03 1.325319346e+03 3.175515606e-03 2.940268399e-01 7.151512429e-02 1.050920000e+01 
281494100 2.307411915e+00 1.544395656e+03 1.543242155e+03 1.395147801e-04 4.387822066e-01 1.888460861e-01 1.028610000e+01 
441406061 3.018207136e+00 1.326180798e+03 1.327688685e+03 6.329757313e-04 1.861751784e-01 1.767774850e-01 9.476300000e+00 
374859582 1.304965461e+00 1.625212435e+03 1.624560093e+03 1.696632392e-04 4.810919938e-01 4.740779520e-01 1.243270000e+01 
150101799 1.577259450e+00 1.625910913e+03 1.625123652e+03 1.363685049e-03 1.173788279e-02 5.090851713e-03 1.202290000e+01 
306362738 5.563371425e+00 1.470819996e+03 1.468038690e+03 1.072460343e-04 1.324129538e-02 1.269759421e-02 1.081640000e+01 
278706358 6.902222730e+00 1.331340248e+03 1.327907850e+03 4.257584752e-03 3.649437002e-01 2.393031877e-01 1.038920000e+01 
317411334 2.897359452e+00 1.470144732e+03 1.471593023e+03 2.111453610e-04 9.524680313e-02 8.330901384e-02 1.002000000e+01 
299199358 3.840192219e+00 1.388196240e+03 1.386276870e+03 2.971293924e-04 7.936390031e-02 5.642958399e-03 1.028050000e+01 
301022235 1.872322569e+00 1.412454750e+03 1.413390873e+03 3.271410495e-05 3.071361034e-01 5.238833089e-02 9.194600000e+00 
 44623916 9.447211292e-01 1.326187852e+03 1.325715963e+03 7.831423444e-04 3.524119870e-01 6.037519935e-02 1.033330000e+01 
180412528 4.586996069e+00 1.656554560e+03 1.654282535e+03 7.268334932e-03 6.700687958e-02 3.897184022e-02 1.075800000e+01 
