Title: Temperature and Distance Dependence of Tidal Circularization in Close 
       Binaries: A Catalog of Eclipsing Binaries in the Southern Hemisphere 
       Observed by the TESS Satellite.  
Authors: Justesen A.B., Albrecht S. 
Table: Orbital Parameters of TESS Eclipsing Binaries
================================================================================
Byte-by-byte Description of file: apjabefcdt2_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units Label  Explanations
--------------------------------------------------------------------------------
   1-  9 I9     ---   TIC    TESS Input Catalog ID
  11- 25 E15.9  d     P      Orbital period
  27- 41 E15.9  ---   t1     Time of primary eclipse (1)
  43- 57 E15.9  ---   t2     Time of secondary eclipse (1)
  59- 73 E15.9  ---   ecosw  Eccentricity times cos(longitude of periastron) 
  75- 89 E15.9  ---   d1     Depth of primary eclipse
  91-105 E15.9  ---   d2     Depth of secondary eclipse
 107-121 E15.9  mag   Tmag   TESS apparent magnitude
--------------------------------------------------------------------------------
Note (1): TESS Barycentric Julian Date (BJD - 2457000).
--------------------------------------------------------------------------------
 32759110 4.076990542e+00 1.469606855e+03 1.467568477e+03 4.512378824e-05 1.555298415e-01 1.376528088e-01 1.257380000e+01 
421285598 2.358096152e+00 1.626234054e+03 1.627412579e+03 3.479226393e-04 1.312653411e-01 6.946295253e-02 1.132680000e+01 
396903513 3.168658363e+00 1.655325336e+03 1.656809273e+03 4.973065680e-02 3.524825777e-01 3.265942424e-01 5.790900000e+00 
220359766 3.519758893e+00 1.572643696e+03 1.570884015e+03 8.848220861e-05 2.314367378e-02 2.059191299e-02 8.121100000e+00 
394099697 7.652659657e-01 1.599977281e+03 1.600359215e+03 1.383566947e-03 1.474448070e-01 4.366667867e-02 1.487250000e+01 
277649549 1.449047203e+01 1.329103702e+03 1.326475704e+03 5.253703723e-01 1.219975109e-01 3.954180533e-02 7.519400000e+00 
218795833 2.530439419e+00 1.493143002e+03 1.494407945e+03 1.715639963e-04 1.432011703e-01 1.365776575e-01 1.443470000e+01 
217059369 5.683254394e+00 1.635340783e+03 1.637736735e+03 1.176420310e-01 3.398618130e-02 3.573548530e-02 7.395700000e+00 
350030939 1.220959785e+00 1.570655207e+03 1.570044737e+03 1.227044512e-05 1.084088357e-01 9.330740472e-02 9.574400000e+00 
260131665 1.672537558e+00 1.492636000e+03 1.491802282e+03 2.383828671e-03 1.661423752e-01 1.246980353e-01 5.388500000e+00 
231809798 9.056744812e-01 1.469105900e+03 1.469558699e+03 6.582172774e-05 1.867489645e-01 7.465907385e-02 1.246040000e+01 
 55602946 4.938373466e+00 1.628344845e+03 1.625887833e+03 3.868451315e-03 4.651046760e-02 1.765451432e-02 1.129230000e+01 
369370898 1.710436344e+00 1.410992468e+03 1.411847612e+03 6.782113534e-05 3.978546337e-01 9.492481182e-02 1.034110000e+01 
349642881 1.473505820e+00 1.492618282e+03 1.491883431e+03 2.027657973e-03 8.243865493e-02 2.546886362e-02 1.522950000e+01 
169168102 2.499584684e+00 1.493919831e+03 1.492670241e+03 1.269621300e-04 1.621948823e-01 7.052117450e-02 6.107000000e+00 
360742636 5.099008611e+00 1.654163670e+03 1.651614176e+03 3.216636602e-06 1.608305981e-02 1.492557261e-02 1.124740000e+01 
 60479151 8.378333496e-01 1.468717474e+03 1.468298844e+03 5.364707471e-04 1.717146135e-02 1.268756069e-02 1.029030000e+01 
118200081 9.529987003e-01 1.654649507e+03 1.655125819e+03 3.081920862e-04 3.472143430e-02 1.778492095e-02 1.045770000e+01 
212344482 1.505095628e+00 1.326659227e+03 1.327411734e+03 4.229488839e-05 8.754052485e-02 4.673346745e-02 8.299000000e+00 
 14614418 1.675575570e+00 1.571214485e+03 1.572052239e+03 3.200931396e-05 2.390631893e-02 2.220569708e-02 1.338980000e+01 
415528958 1.104173290e+01 1.519078943e+03 1.517537396e+03 6.010192396e-01 3.686464542e-01 3.065674128e-01 1.162520000e+01 
200363295 7.531917373e-01 1.468704299e+03 1.468328516e+03 1.691648056e-03 2.324609992e-01 4.677558168e-02 8.934300000e+00 
386431674 8.744467827e+00 1.520457670e+03 1.523657098e+03 2.072224190e-01 4.006250181e-01 3.377141743e-01 1.071070000e+01 
 24522770 2.131438319e+00 1.439981854e+03 1.438917125e+03 7.296199243e-04 3.385278369e-02 1.096550133e-02 1.146150000e+01 
149573659 4.373698404e+00 1.517462035e+03 1.519647564e+03 4.728599746e-04 1.121183346e-01 1.765522037e-02 1.105480000e+01 
231921891 1.699284002e+00 1.438934072e+03 1.438085250e+03 7.578645766e-04 2.586351045e-01 2.618321246e-01 1.035080000e+01 
318825030 5.184894489e+00 1.572207727e+03 1.574799850e+03 9.795476897e-05 4.295516194e-01 2.897853903e-01 1.098780000e+01 
144462697 1.233981103e+00 1.325663272e+03 1.325047946e+03 2.117414922e-03 4.530019183e-01 7.344621645e-02 1.183150000e+01 
 33864821 8.104579917e-01 1.517521063e+03 1.517116056e+03 4.303352818e-04 9.354793259e-02 4.450459239e-02 1.280110000e+01 
271924412 4.151869639e+00 1.521211701e+03 1.523285778e+03 7.025562572e-04 3.718086738e-02 3.322423374e-02 1.011300000e+01 
451211626 2.452641518e+00 1.601639976e+03 1.600414117e+03 2.952496028e-04 4.031474252e-01 2.380964731e-01 1.476200000e+01 
 89018905 3.142911275e+00 1.327117983e+03 1.328689417e+03 1.081875890e-05 3.238625311e-01 1.900733516e-01 1.095560000e+01 
 48658291 3.175644255e+00 1.469162298e+03 1.467574838e+03 1.784981811e-04 8.868655271e-02 7.698806666e-02 8.637030000e+00 
423439467 3.414921261e+00 1.410990786e+03 1.409284552e+03 5.640311598e-04 5.393539369e-01 1.705941334e-01 1.207960000e+01 
178051504 1.463825272e+00 1.492594603e+03 1.493288210e+03 4.109915724e-02 5.174520561e-01 4.936276865e-01 1.432820000e+01 
144695651 5.297690352e+00 1.473306203e+03 1.470662007e+03 1.378403176e-03 3.982408004e-01 3.467433329e-01 1.057060000e+01 
378885645 4.226267118e+00 1.601385187e+03 1.603497934e+03 1.431703592e-04 2.251714607e-01 6.295691970e-02 9.569500000e+00 
148544875 3.488073101e+00 1.547725966e+03 1.549469481e+03 2.348320042e-04 2.563357221e-01 2.245021489e-01 1.352210000e+01 
468958384 1.535114806e+00 1.491810110e+03 1.491042977e+03 4.339213707e-04 3.474875289e-01 3.401550811e-01 1.324990000e+01 
125501325 4.385610083e+00 1.495687350e+03 1.497777018e+03 3.655665825e-02 5.527430629e-02 3.577425900e-02 9.418400000e+00 
437248515 6.811779416e+00 1.547488400e+03 1.550894270e+03 4.633314079e-06 1.547616634e-02 1.556908098e-02 1.145530000e+01 
402112785 1.094064773e+01 1.354857148e+03 1.351163383e+03 2.546422413e-01 4.726782736e-02 2.827623333e-02 1.257050000e+01 
 30993392 5.794352899e+00 1.600074273e+03 1.597177099e+03 7.510867887e-07 2.624605942e-01 2.480555675e-01 8.423200000e+00 
215403644 2.196355216e+00 1.412126446e+03 1.411028523e+03 1.809630520e-04 2.176244214e-01 1.676884109e-02 8.373700000e+00 
294328887 7.089426780e-01 1.438483544e+03 1.438837520e+03 1.097989806e-03 9.251208286e-02 8.950255695e-02 1.423120000e+01 
404804908 4.414089409e+00 1.492172757e+03 1.489966119e+03 1.447621115e-04 1.201360760e-02 9.612873408e-03 1.086900000e+01 
 78151317 1.439125475e+00 1.518457886e+03 1.517738747e+03 4.615826603e-04 3.654169903e-01 3.401575403e-01 9.369860000e+00 
293480903 7.569413076e+00 1.626191645e+03 1.629970546e+03 1.145785607e-03 3.335075699e-02 9.693777392e-03 1.044120000e+01 
379783522 2.450067933e+00 1.600057278e+03 1.601282281e+03 1.975312358e-05 1.629719568e-02 1.519640435e-02 5.435100000e+00 
319467578 2.365002671e+00 1.493689894e+03 1.492507481e+03 5.894292576e-05 2.362033441e-02 9.507876023e-03 1.068370000e+01 
160085375 1.402939793e+00 1.354379886e+03 1.353679628e+03 1.356738640e-03 3.241166120e-01 6.370266925e-02 1.085340000e+01 
   737546 3.067681085e+00 1.438135568e+03 1.439669397e+03 5.753659944e-06 3.272393663e-01 7.114511375e-02 1.054010000e+01 
315120782 9.337658623e-01 1.545227735e+03 1.544760862e+03 1.570861428e-05 4.030669183e-01 3.912968060e-01 1.246550000e+01 
290476605 5.744702294e+00 1.519488765e+03 1.516776927e+03 4.390359031e-02 2.698787850e-02 8.398055138e-03 6.346300000e+00 
219699532 1.081132158e+00 1.571468566e+03 1.572008869e+03 3.820609719e-04 7.766254645e-02 1.862428214e-02 8.296560000e+00 
243192504 4.574694603e+00 1.602355531e+03 1.604602238e+03 1.391008834e-02 9.520046550e-02 9.882008672e-02 1.288930000e+01 
258519658 8.875306697e-01 1.599996013e+03 1.600439661e+03 2.077158295e-04 1.232512438e-01 4.232319201e-02 1.500210000e+01 
 75969405 4.610419179e+00 1.601875839e+03 1.603187908e+03 3.387056790e-01 4.309467899e-01 3.464761611e-01 9.873300000e+00 
148158540 1.849607994e+00 1.601287929e+03 1.602044136e+03 1.434284588e-01 4.132599628e-01 2.620812763e-01 5.884300000e+00 
 60658382 7.753338036e+00 1.522998631e+03 1.526553387e+03 6.508168657e-02 3.343083997e-01 2.266794510e-01 5.905800000e+00 
364302118 1.345347016e+00 1.491922773e+03 1.492595292e+03 1.811662684e-04 4.458869334e-02 2.672020033e-02 1.036060000e+01 
314527844 2.948282473e+00 1.631232777e+03 1.629759246e+03 3.247023482e-04 1.482044785e-02 1.431362762e-02 1.030430000e+01 
283677584 1.859294209e+00 1.438244504e+03 1.439173881e+03 2.276800575e-04 1.362992559e-01 1.405887220e-02 8.232160000e+00 
269762258 1.324626420e+00 1.325741164e+03 1.326403022e+03 5.396263764e-04 1.154983547e-01 1.082315622e-01 1.302460000e+01 
 55404385 2.952051428e+00 1.492113824e+03 1.490638116e+03 1.680872582e-04 9.908775570e-02 3.717955480e-02 6.608100000e+00 
 18915591 6.985714654e+00 1.492784818e+03 1.496277673e+03 5.955320339e-07 2.198886334e-01 2.116969681e-01 9.936700000e+00 
309434176 3.818814632e+00 1.627479650e+03 1.629388285e+03 3.177305045e-04 2.237651966e-01 4.242917387e-02 8.619200000e+00 
111267340 1.270352011e+00 1.386576595e+03 1.385941781e+03 4.470164309e-04 3.602976630e-01 2.271160071e-01 1.101200000e+01 
 31858843 5.955654566e+00 1.658556347e+03 1.655578635e+03 3.041043710e-05 1.757504906e-02 1.690670986e-02 1.042930000e+01 
 24615996 2.546399317e+00 1.546806376e+03 1.545533425e+03 1.537821324e-04 6.632878962e-02 6.898683311e-02 1.421090000e+01 
 33665328 2.053976261e+00 1.387075989e+03 1.386049161e+03 1.223682920e-04 1.123070145e-01 1.198690650e-02 9.261540000e+00 
293151358 2.312974506e+00 1.654420786e+03 1.653265310e+03 6.861144323e-04 5.858130136e-01 1.139728774e-01 8.861900000e+00 
167123437 7.671540446e-01 1.492298290e+03 1.492680669e+03 2.452958713e-03 7.840360056e-02 2.468546192e-02 1.471870000e+01 
423279462 3.072874448e+00 1.517734047e+03 1.516198055e+03 2.278344397e-04 3.563713224e-01 2.192766269e-01 9.914010000e+00 
 78817217 1.777801376e+01 1.496408397e+03 1.494168130e+03 6.266373203e-01 2.837804085e-01 2.600336894e-01 8.197000000e+00 
 77030554 1.028771462e+01 1.355894246e+03 1.359896469e+03 1.750635684e-01 8.059471601e-02 5.976206704e-02 8.413200000e+00 
308451526 7.896599643e-01 1.492251784e+03 1.491857491e+03 1.066743088e-03 4.743958817e-02 4.537880622e-02 1.116660000e+01 
338465029 2.396334838e+00 1.602213612e+03 1.603411779e+03 5.319275435e-07 8.254747254e-02 8.200833551e-02 4.876200000e+00 
255744818 3.047281500e+00 1.494460945e+03 1.492942567e+03 2.708052364e-03 7.102673151e-02 1.786926552e-02 9.227600000e+00 
139825840 7.688379934e+00 1.328519012e+03 1.324683803e+03 1.832659379e-03 5.292477394e-02 3.655105650e-02 5.640000000e+00 
143318403 7.253218422e-01 1.492140980e+03 1.491778820e+03 1.083038236e-03 2.311851667e-01 9.208267537e-02 1.436050000e+01 
443117794 6.292178735e+00 1.469296452e+03 1.466163287e+03 2.995531352e-03 9.175154199e-02 4.388784907e-02 1.410460000e+01 
198011271 1.933528189e+00 1.410935816e+03 1.411902458e+03 9.866608504e-05 4.091517654e-01 2.789568760e-01 1.103270000e+01 
141685465 7.807526760e+00 1.548925796e+03 1.552810950e+03 3.744088524e-03 2.284268908e-01 5.684366678e-02 1.137420000e+01 
129116176 2.017271496e+00 1.600038767e+03 1.599030182e+03 3.970166252e-05 1.042527973e-01 1.891928925e-02 9.238700000e+00 
139128537 1.578052270e+00 1.326731755e+03 1.325943331e+03 5.996956483e-04 3.108358257e-01 6.328583559e-02 1.052090000e+01 
 35516889 1.577679530e+00 1.544411181e+03 1.545199646e+03 3.726188552e-04 2.472198431e-02 2.351067342e-02 1.160440000e+01 
197908268 1.826309807e+00 1.386733891e+03 1.385820774e+03 3.294760888e-05 2.279196690e-01 2.256917405e-01 9.717900000e+00 
 78450017 1.887496172e+00 1.491730085e+03 1.492673827e+03 5.011655849e-06 1.016671963e-01 1.103826089e-01 1.346870000e+01 
 42828781 2.943030520e+00 1.470391603e+03 1.471863100e+03 9.452286769e-06 4.405150630e-01 3.879944156e-01 9.743820000e+00 
408512382 4.031811966e+00 1.572670567e+03 1.570655711e+03 4.058846166e-04 5.955694662e-02 9.518111769e-03 1.030870000e+01 
302457456 9.751817302e-01 1.411805118e+03 1.412292605e+03 1.674448114e-04 5.102501708e-01 1.074853680e-01 9.938200000e+00 
 32449963 6.520560012e+00 1.574695054e+03 1.571594254e+03 3.822406533e-02 3.191455489e-01 5.992345156e-02 9.504660000e+00 
 24972851 4.021888310e+00 1.547610475e+03 1.549253457e+03 1.423634150e-01 3.012097277e-01 1.980809022e-01 9.216400000e+00 
  5092088 1.012492766e+01 1.552989147e+03 1.547927409e+03 1.126045268e-04 3.423366937e-01 1.794853997e-01 1.200770000e+01 
 13349647 3.074880686e+00 1.518505071e+03 1.520042503e+03 4.506058002e-06 1.938553549e-02 1.977433774e-02 1.221200000e+01 
283698250 1.003827373e+00 1.517705269e+03 1.517203515e+03 2.494933604e-04 5.117000893e-02 3.003025288e-02 1.439650000e+01 
204497617 1.589163456e+00 1.325946690e+03 1.325152936e+03 8.183714898e-04 2.139426347e-01 2.994769565e-02 1.179630000e+01 
351336681 5.419398527e+00 1.653958789e+03 1.651250566e+03 4.275693019e-04 2.546652316e-02 1.535067156e-02 1.052730000e+01 
359618989 1.874624899e+00 1.601564600e+03 1.600627409e+03 1.013395435e-04 6.305852153e-01 3.035702766e-01 8.950000000e+00 
278826996 1.916865759e+01 1.487570715e+03 1.491900141e+03 4.457100693e-01 3.494296670e-01 2.392767972e-01 1.053610000e+01 
311128363 3.387461954e+00 1.439286861e+03 1.437593161e+03 1.431225591e-05 1.334975353e-01 1.260855387e-01 9.524700000e+00 
181043970 8.709189502e-01 1.325822650e+03 1.326258109e+03 1.380079146e-06 7.560751436e-01 1.816621869e-01 1.041560000e+01 
 35101462 4.172830327e+00 1.413826847e+03 1.411741857e+03 5.333618868e-04 5.361472029e-02 1.504151954e-02 1.029990000e+01 
299906906 1.536803241e+00 1.491800467e+03 1.492567553e+03 1.332153927e-03 1.127686979e-01 1.006492312e-01 1.540340000e+01 
306107122 7.759803004e+00 1.661478214e+03 1.658776820e+03 2.401862880e-01 8.677767506e-02 5.047743422e-02 8.723100000e+00 
 71298511 2.152452555e+00 1.546451726e+03 1.547527947e+03 4.199586298e-06 6.364616483e-01 1.143530024e-01 1.040140000e+01 
 31054255 1.747744755e+00 1.469888160e+03 1.470761484e+03 4.926045984e-04 2.303108653e-01 2.221205182e-01 1.383110000e+01 
 88479623 9.182068737e-01 1.411810485e+03 1.411351409e+03 4.621222364e-05 3.644108732e-01 3.389351622e-01 8.735900000e+00 
250195155 6.476429765e+00 1.438670422e+03 1.435969387e+03 1.305305582e-01 3.901548871e-01 3.753706918e-01 8.060920000e+00 
161988269 2.513666114e+00 1.631378797e+03 1.630178139e+03 3.477974426e-02 9.411264300e-02 6.799474233e-02 7.120100000e+00 
270622446 2.445061509e+00 1.354360211e+03 1.355520354e+03 4.007695728e-02 1.717599243e-01 8.775725821e-02 6.182000000e+00 
140659978 9.440182117e+00 1.498197284e+03 1.502663391e+03 4.188575772e-02 3.007705466e-01 1.858287860e-01 1.074340000e+01 
404123632 3.365478796e+00 1.660864035e+03 1.662546771e+03 1.303078445e-06 3.013771995e-01 2.687187717e-01 9.780500000e+00 
 66572840 5.757634438e+00 1.411138200e+03 1.414017008e+03 2.358105814e-06 2.104415995e-01 2.101341118e-01 1.004270000e+01 
440796977 1.564133195e+00 1.492353827e+03 1.491571998e+03 2.383023500e-04 1.650080935e-02 1.378719020e-02 1.279180000e+01 
 51104846 2.904303145e+00 1.493870650e+03 1.495322683e+03 6.432305297e-05 4.577468960e-01 3.776049715e-01 8.506370000e+00 
121420805 1.717032360e+00 1.326230589e+03 1.325372093e+03 1.839255871e-05 6.371964052e-01 5.970163480e-02 1.131690000e+01 
142409400 1.386897834e+00 1.491837822e+03 1.491144396e+03 2.493438038e-05 2.014843979e-01 1.113898101e-01 1.265860000e+01 
350443417 1.216721253e+00 1.492182365e+03 1.491574137e+03 1.705788132e-04 2.380428150e-01 5.519826284e-02 8.980800000e+00 
 33834253 3.232461293e+00 1.412821745e+03 1.411205752e+03 1.152151297e-04 6.025595446e-01 1.189849629e-01 1.142180000e+01 
166624433 2.482723930e+00 1.600057963e+03 1.598818919e+03 1.465779312e-03 1.972835608e-01 6.430608531e-02 7.976700000e+00 
 52640302 3.146529149e+00 1.493189439e+03 1.494762333e+03 1.850737633e-04 1.720003297e-02 1.658740761e-02 1.205060000e+01 
468887783 4.529628627e+00 1.439940980e+03 1.437958837e+03 9.772409912e-02 1.503135348e-01 9.604837551e-02 9.074730000e+00 
166874908 2.189303659e+00 1.439995399e+03 1.441089719e+03 2.384404275e-04 4.689876934e-02 1.940033294e-02 1.017250000e+01 
327996089 2.173885926e+00 1.354616390e+03 1.353530162e+03 5.159138179e-04 4.632478526e-01 3.305454993e-01 1.193460000e+01 
386166904 1.235539557e+01 1.570226929e+03 1.574005717e+03 3.040518909e-01 2.901143165e-01 1.506020735e-01 9.829800000e+00 
396215041 2.830782514e+00 1.654160033e+03 1.652744698e+03 3.116121556e-05 2.605683075e-01 1.417651271e-01 9.302800000e+00 
 31653503 6.680537555e+00 1.387778061e+03 1.384440408e+03 6.146799152e-04 5.633368484e-01 1.274715809e-01 1.093990000e+01 
291572619 2.996268684e+00 1.657797991e+03 1.659295921e+03 1.069624462e-04 9.028878256e-02 9.780600503e-02 1.460700000e+01 
436016574 1.185713419e+00 1.469325210e+03 1.468733404e+03 1.391898270e-03 3.934156953e-02 1.626956637e-02 1.492790000e+01 
220388567 3.645301837e+00 1.326220865e+03 1.324398254e+03 1.705909775e-05 3.140500781e-01 2.765878673e-01 9.176300000e+00 
150443185 2.593646530e+00 1.468754960e+03 1.470051776e+03 4.515157846e-06 7.392642770e-01 1.594582925e-01 9.434300000e+00 
452734608 1.994545787e+00 1.571165629e+03 1.570168374e+03 1.418271290e-05 4.805935764e-01 5.564200381e-02 7.721700000e+00 
399253092 8.721037430e+00 1.570822017e+03 1.566506783e+03 8.148024228e-03 2.668705012e-01 2.460269193e-01 1.000590000e+01 
185805011 2.005394097e+00 1.517395420e+03 1.516393097e+03 2.934752832e-04 2.643384532e-01 2.340578928e-01 1.331630000e+01 
102691227 2.419729272e+00 1.546368126e+03 1.545158306e+03 2.898055426e-05 7.689345501e-02 6.752819162e-02 8.505800000e+00 
  7211118 1.446254059e+00 1.492560066e+03 1.491837290e+03 3.809480403e-04 2.598897205e-01 6.877015270e-02 8.868390000e+00 
321455348 7.717991741e+00 1.577146237e+03 1.573298608e+03 2.313411390e-03 1.970316776e-02 1.261481203e-02 1.036430000e+01 
389754103 3.803403844e+00 1.355332132e+03 1.357233820e+03 5.656598993e-06 4.592462175e-02 4.865095296e-02 1.095230000e+01 
201747686 1.345553897e+00 1.654051733e+03 1.654723857e+03 7.622191952e-04 2.209727922e-02 5.864933991e-03 9.399100000e+00 
 51155192 3.227230993e+00 1.491945209e+03 1.493557709e+03 5.429531173e-04 1.640556656e-01 1.213362275e-01 1.518490000e+01 
 55524055 2.649438199e+00 1.518796569e+03 1.517472881e+03 6.110674280e-04 1.821772441e-01 4.218752918e-02 1.183780000e+01 
287351976 1.921951404e+00 1.439545235e+03 1.440506184e+03 2.176789536e-05 4.728273962e-01 9.023987017e-02 1.163130000e+01 
309658221 7.594909289e+00 1.524700362e+03 1.520903697e+03 1.632995332e-04 2.989850486e-02 2.024479510e-02 9.856700000e+00 
404340025 5.351173210e+00 1.602390432e+03 1.605066011e+03 2.131706435e-06 1.481999690e-02 1.386139381e-02 1.070360000e+01 
142262969 1.551338881e+01 1.573344318e+03 1.578191788e+03 2.869347341e-01 3.447966435e-01 2.911570806e-01 1.026200000e+01 
 63785934 1.470106928e+00 1.386875378e+03 1.386140690e+03 3.903249500e-04 1.216551270e-01 2.605417989e-02 9.583950000e+00 
337262829 1.645167106e+00 1.468890746e+03 1.468068583e+03 4.019969481e-04 2.159474645e-02 8.318427894e-03 1.411470000e+01 
258314976 4.966262494e+00 1.574027295e+03 1.576510387e+03 1.250310387e-05 1.581667398e-01 1.399573646e-01 5.547100000e+00 
 12862099 4.847370683e+00 1.386578535e+03 1.389002213e+03 2.168926671e-06 1.653687145e-02 1.513738943e-02 1.239930000e+01 
380704836 2.640472646e+00 1.655170326e+03 1.653851303e+03 7.170841285e-04 7.983884318e-02 2.657483862e-02 1.421010000e+01 
 14307980 8.974222531e-01 1.518125767e+03 1.517677787e+03 1.279892287e-03 4.267832915e-01 4.044131636e-01 1.121020000e+01 
270371961 2.368178477e+00 1.412798040e+03 1.413979093e+03 2.010330841e-03 1.582814775e-01 2.912850435e-02 6.587100000e+00 
308851582 4.912425719e+00 1.547609964e+03 1.545155831e+03 6.648412089e-04 2.066954094e-01 2.140533535e-02 9.896700000e+00 
403153647 5.337952686e+00 1.326840368e+03 1.324357528e+03 5.479753130e-02 1.598993587e-01 6.248856528e-02 6.777400000e+00 
 77703308 7.462636452e-01 1.438612046e+03 1.438238982e+03 1.436985998e-04 2.970727950e-01 7.003415067e-02 1.093130000e+01 
 41896812 1.260835657e+00 1.386385871e+03 1.385757252e+03 2.238679665e-03 3.542138622e-01 5.982559519e-02 1.075530000e+01 
  1528696 1.764211294e+00 1.438402053e+03 1.437522976e+03 2.696570452e-03 1.412088105e-02 1.244600183e-02 1.316860000e+01 
438942374 1.709128511e+00 1.570251261e+03 1.569397122e+03 3.893369994e-04 6.207339398e-02 5.320035343e-02 1.027130000e+01 
 35744583 2.069248107e+00 1.410997147e+03 1.412030277e+03 1.118378688e-03 7.076026268e-02 2.086543983e-02 1.084380000e+01 
211215485 1.701432754e+00 1.658922368e+03 1.659772870e+03 1.974136194e-04 3.261113772e-01 2.971921001e-01 8.145700000e+00 
206556127 2.211005227e+00 1.325311754e+03 1.324206670e+03 2.974217649e-04 1.378759221e-01 1.452223842e-01 8.820900000e+00 
468948126 2.306463542e+00 1.493901387e+03 1.492749468e+03 8.928988025e-04 5.550340400e-02 6.561183846e-03 1.043430000e+01 
389476160 1.628764785e+00 1.325771445e+03 1.326585573e+03 2.451837234e-04 4.587926687e-01 3.802764779e-01 1.108280000e+01 
 33689349 3.497788949e+00 1.470365596e+03 1.468619995e+03 1.479065918e-03 2.479803413e-01 1.206071007e-01 1.064720000e+01 
396170777 6.565695733e+00 1.654200346e+03 1.657458082e+03 5.989225556e-03 1.445266520e-01 1.198170076e-01 9.619200000e+00 
438490744 3.331959909e+00 1.468495228e+03 1.466830306e+03 4.987689449e-04 8.837133018e-02 8.733985007e-02 1.413960000e+01 
436243444 1.358526277e+00 1.468816937e+03 1.468137984e+03 3.589840810e-04 3.278021723e-02 2.582685532e-02 1.273230000e+01 
349059354 3.329326264e+00 1.470763620e+03 1.472428163e+03 5.643326174e-05 1.706524470e-01 1.646957324e-01 1.100570000e+01 
156241056 1.780166541e+00 1.469565370e+03 1.470455204e+03 2.200621366e-04 3.140164155e-01 2.473283016e-01 9.574090000e+00 
270648838 7.634982536e+00 1.521764106e+03 1.518169784e+03 4.591185129e-02 5.097033054e-01 2.645173715e-01 1.064320000e+01 
393344055 1.509346892e+00 1.518334393e+03 1.517580012e+03 3.032661517e-04 9.892321412e-02 8.238589039e-02 8.212300000e+00 
302384263 6.709989834e+00 1.411968013e+03 1.415322617e+03 9.142915717e-05 1.404248917e-01 5.454483160e-02 9.699100000e+00 
219222201 2.383249512e+00 1.440344563e+03 1.439152939e+03 1.010597959e-07 2.104433832e-01 1.930963260e-01 8.277800000e+00 
238917338 4.076022680e+00 1.440879951e+03 1.438848273e+03 2.440526282e-03 2.188755007e-01 1.779199856e-01 1.176360000e+01 
140691463 4.169062413e+00 1.601706914e+03 1.603791299e+03 5.486767843e-05 1.266532896e-02 1.255398274e-02 1.201660000e+01 
 74528318 4.670086839e+00 1.548140636e+03 1.546163608e+03 1.201244431e-01 5.341657664e-01 2.444299801e-01 9.501800000e+00 
141809359 1.215757765e+01 1.473987729e+03 1.469695660e+03 2.328614204e-01 7.060311630e-02 2.145067292e-02 1.137250000e+01 
296184440 3.744014784e+00 1.494003194e+03 1.495868610e+03 2.760528266e-03 6.364743352e-01 1.354267373e-01 1.545200000e+01 
 97409519 6.745875141e+00 1.327053168e+03 1.330426060e+03 1.056258950e-05 1.733977881e-02 1.687987063e-02 1.218930000e+01 
231663901 2.860752679e+00 1.326009404e+03 1.327439076e+03 3.864913692e-04 2.135351019e-02 1.880212405e-02 1.240690000e+01 
193831684 1.293705297e+00 1.658867864e+03 1.658765379e+03 6.832434762e-01 9.382728499e-02 5.308801521e-02 1.302800000e+01 
  2020964 5.884202323e+00 1.522244876e+03 1.525186338e+03 1.704408713e-04 3.142419581e-01 3.185197633e-01 8.291800000e+00 
 48372732 1.095573093e+00 1.544490905e+03 1.543943120e+03 2.764213156e-06 2.311312786e-01 1.297270772e-01 8.693600000e+00 
 96799506 6.545802830e+00 1.494586714e+03 1.491317552e+03 8.952925026e-04 3.137255216e-02 6.025426199e-03 1.149770000e+01 
139701741 2.630390409e+00 1.438760605e+03 1.440075789e+03 6.685338100e-06 5.822588129e-01 1.350267604e-01 1.168640000e+01 
387544749 2.818687708e+00 1.411743051e+03 1.410333913e+03 1.148201778e-04 9.536837578e-02 6.912121540e-02 1.083330000e+01 
 32000625 7.017507822e-01 1.492123931e+03 1.492474674e+03 2.934055088e-04 7.317925763e-02 5.944746650e-02 1.105320000e+01 
243643549 1.792265757e+00 1.601545176e+03 1.602441302e+03 6.464787911e-06 1.349048359e-01 1.257581266e-01 9.024100000e+00 
238176110 5.597221293e+00 1.326689169e+03 1.329487064e+03 2.006677873e-04 1.705627720e-02 1.577715434e-02 1.104430000e+01 
371839073 3.796261272e+00 1.655191709e+03 1.657089009e+03 3.423885053e-04 1.010580045e-01 1.701837224e-02 9.188500000e+00 
322493523 1.532319314e+00 1.354480063e+03 1.355246192e+03 3.149554591e-05 1.850460836e-01 6.798299030e-02 1.176650000e+01 
215336287 2.592305052e+00 1.412929906e+03 1.414225944e+03 6.919514893e-05 4.111117755e-01 5.028458723e-02 9.109100000e+00 
  1202347 4.150449571e+00 1.519657982e+03 1.521732066e+03 4.317761055e-04 4.750945937e-02 4.030574021e-02 1.172780000e+01 
207693951 2.716388959e+00 1.625526025e+03 1.624434067e+03 1.381105361e-01 3.389222423e-02 3.409020985e-02 1.223830000e+01 
158301961 7.760723156e+00 1.659188402e+03 1.655339849e+03 6.437114043e-03 7.596211882e-02 1.126126528e-02 1.171500000e+01 
