amplitude,flux_percentile_ratio_mid20,flux_percentile_ratio_mid35,flux_percentile_ratio_mid50,flux_percentile_ratio_mid65,flux_percentile_ratio_mid80,percent_beyond_1_std,period_fast,skew,std,weighted_average,fold2P_slope_10percentile,fold2P_slope_90percentile,freq1_freq,freq2_freq,freq3_freq,freq1_amplitude1,freq1_amplitude2,freq2_amplitude1,freq2_amplitude2,freq3_amplitude1,freq3_amplitude2,freq_model_max_delta_mags,freq_signif_ratio_21,freq_signif_ratio_31,freq_varrat,freq_y_offset,linear_trend,p2p_ssqr_diff_over_var
0.14747662448568666,0.027686244210290846,0.061133501406136374,0.13986614002006825,0.3804084037170364,0.7621821863934384,0.15701668302257116,0.9437070141072412,-1.8008333860160297,0.07474208512297054,0.9638993319209697,-0.7619573696020294,0.8077101281706115,1.0593520840252788,4.235914186476257,5.296760420126395,0.07491775150351088,0.054044876622497726,0.008895638590674586,0.0003147946445251256,0.006720151608216689,0.000625889736910421,0.22277768018200153,0.5572466598466213,0.49236728692222936,0.00018920879420010052,0.000862960321843409,-9.557682402623251e-05,0.1330062724941865
0.2712323396669441,0.12526971043065616,0.22950646795180313,0.3601539447077277,0.5059416165454016,0.7414335198919859,0.30425963488843816,7.030058500545386,-1.2190326858370952,0.033004316283411,1.0001012647645982,-0.8071533745764071,0.7783489507216091,0.14172418522262134,0.3565482133495421,0.24913619928608172,0.011922735579426235,0.0022117041729931785,0.0067629334939208665,0.001219531521732316,0.0040757500110219095,0.00040111304247949944,2.738906428045862e-10,0.702989447342056,0.47165785688374123,0.0003319441710311585,0.00050435841677543,-8.461062915160106e-06,0.7244514423391303
0.019972958249976303,0.15542883878265049,0.270179351571235,0.39661378152933807,0.5496020130856842,0.7616820010144911,0.3150147203140334,7.391203852689177,-0.09043911378973227,0.006252620100079972,0.9999924632347172,-0.0017718140476873732,0.001674422185798584,0.07321371509741968,0.4885894864664538,0.4198582437219373,0.003107887015302828,0.0032379885559557743,0.0017478544182423928,0.0001415364645488569,0.0018187565205075866,0.0005570431353082918,0.0030927310161954387,0.5244077755171456,0.578946792749092,1.803241442312773e-05,0.00015242593896469536,8.500870999474212e-06,0.3053862794053219
0.647316829371974,0.0966689856536595,0.1672428198596489,0.26652009968170615,0.3780522232215685,0.6014972147699628,0.1431472081218274,3.1935235340879515,-6.803797220160962,0.07230095117559314,0.9989116492014642,-0.022695457897149246,0.015895289080482513,0.12083770248435298,0.3088074619044576,0.22526534660663333,0.008084913868914552,0.0015560375447178558,0.007084343679175594,0.0012662630667810957,0.004495169172874065,0.0003102311314325157,3.092525541203983e-11,0.8789972122232947,0.6377108972262978,0.0005991375226173318,0.0010784176910627608,-0.000167791326676252,0.5077035260686095
0.0974322389930265,0.17246525001091584,0.307841903647563,0.44858167645414954,0.600992372860306,0.7798925169695627,0.3275862068965517,0.7342232767126315,-4.038254247659625,0.018737716572977417,0.998945608664517,-0.056413207992844994,0.05582890603245741,0.6847586766829391,1.347139618833756,0.04923101597066882,0.00727205016165439,0.009999484580488802,0.003356277534613775,0.00034430069552676104,0.0024537300515806797,0.00024436395260737123,0.014852190664247391,0.4721281334193214,0.33295851704117974,6.605392769531957e-05,-0.00016203592520258603,-3.665720108088218e-05,0.3944421484207226
0.8099799994242298,0.04395803764309306,0.08160351170819422,0.1258402909438352,0.18541418094980455,0.34291376181044003,0.07809330628803246,1.759128296213587,5.652824800618512,0.09462082215255486,1.0016528478555662,-0.0035797689168690066,0.0028130706590234686,0.5743561148230302,0.6340294774020463,0.8428862464286027,0.004284983464723971,0.000314285780419035,0.004184541538466494,0.0005417029734393088,0.003551157546438225,0.00043937951845024817,9.534501660413142e-11,0.9825693330041442,0.8380368090074019,0.0019674124576530673,6.574443594020707e-05,2.457082791547035e-05,0.4572751388177406
0.06882096342809019,0.15997400680469392,0.27358696611865363,0.4286049796631739,0.6072288495276084,0.7971044154892195,0.23061825318940138,6.942518537117097,2.0424461553971085,0.008080184583502743,1.0003046315627289,-0.0024904566918968175,0.0016174548929161502,0.14493646088381631,0.0762037062378828,15.905655939260049,0.0027110640780706892,0.0005199963958212278,0.0010897023057689164,4.550292252385611e-05,0.0009584573066767864,3.914030084797088e-05,3.470507822095348e-11,0.4560116255708022,0.3971351075283783,6.263722276137382e-05,0.000131386798786437,-2.4860634730160432e-05,1.360035402162075
0.7102766951813662,0.08829002796115006,0.16268577349856367,0.25122859297149663,0.36731987807941835,0.5361553447422125,0.18597560975609756,4.64851048829481,-5.794581933295147,0.06816679638712167,0.9993175255533191,-0.7202419216345737,0.7534915409932585,0.2163161409961461,0.14470803914914604,0.30284259739460456,0.007914829134532604,0.0007053531996343802,0.0065474320827277055,0.0021366972967759687,0.004805064294215323,0.0003195508136763347,1.6397837948600724e-12,0.9834968520455113,0.6629990753275605,0.0008040282270644676,-0.0013596996897783376,2.4733121595253243e-05,0.9981030047209714
0.019844397371949818,0.14666091694708733,0.25744094582003124,0.37296817898554663,0.5412701419493683,0.7379976699422762,0.24533856722276742,6.921015863783812,1.9459657896825648,0.002577892310759898,1.0002532945007967,-0.0011896148110937036,0.0007475470913919113,0.14493571438539754,0.21964484551189115,1.002596539717544,0.0011287067890952886,0.000230183957569093,0.0009662749196034857,4.306952293460984e-05,0.0004290127673387876,3.984594725843974e-05,2.2099372679051932e-11,0.9080634197085846,0.46601378514304365,5.981890047003654e-06,8.369684204101446e-05,7.709896966235875e-06,1.1130903035921276
0.010551818846900762,0.16726607486950787,0.2870473958280034,0.42434640711074867,0.5578151271790116,0.7649250148816125,0.3042198233562316,5.032145946852605,-0.0734354625924689,0.0031780493551478097,0.9999678472017013,-0.6579369783388973,0.3382455252626342,0.19872237621117833,0.132979635208984,0.06723689420678967,0.0021660763122582547,0.00019610950217919122,0.0013682088449448627,0.0005261081029377216,0.0009775293796864689,0.0001446861818141123,1.2707809197293196e-11,0.8173323390634806,0.569581482175462,7.711805667557496e-06,-6.031952903862159e-05,2.5978240001482498e-05,0.6207928422043004
