index,amplitude,flux_percentile_ratio_mid20,flux_percentile_ratio_mid35,flux_percentile_ratio_mid50,flux_percentile_ratio_mid65,flux_percentile_ratio_mid80,percent_beyond_1_std,period_fast,skew,std,weighted_average,fold2P_slope_10percentile,fold2P_slope_90percentile,freq1_freq,freq2_freq,freq3_freq,freq1_amplitude1,freq1_amplitude2,freq2_amplitude1,freq2_amplitude2,freq3_amplitude1,freq3_amplitude2,freq_model_max_delta_mags,freq_signif_ratio_21,freq_signif_ratio_31,freq_varrat,freq_y_offset,linear_trend,p2p_ssqr_diff_over_var
3274,0.5480554774089866,0.1095435467061869,0.2032229216472537,0.3111099375154779,0.4409448834878412,0.6276456101873533,0.2008113590263691,14.651692056553946,-2.9523233547936387,0.112146979120462,0.9885866203133642,-0.0206942711361788,0.0110889495043307,0.0671326256094131,0.2789733553102281,0.2163162380747758,0.0431545861465869,0.0075312538425645,0.0172049789131223,0.0038180878463828,0.0197586046050636,0.0022489250338324,4.475706472106822e-10,0.496269624488973,0.5867426408351444,0.0047330441275765,-0.0111428037937363,-0.0008243780323836,0.5314031054126005
722,0.0702261784381356,0.1594308947564494,0.2789405270774509,0.4133278478129428,0.5784499817712067,0.8042565923065543,0.1383709519136408,14.016208017745832,4.8088975817383774,0.0063068659968005,1.000166867912158,-0.0033904069077691,0.0030208651002429,0.0732136687163865,0.288372205352298,1.0802751526928054,0.0014491720459427,0.0002946618918819,0.0011348037390169,0.0001558835624688,0.0008102241113765,4.3519674806218006e-05,2.5089566492095258e-11,0.862475848094384,0.6415003579249006,4.116985765713588e-05,0.0001245390001676,-4.757493004327831e-05,1.064464139371231
3555,0.0212629564914825,0.1426787981862643,0.2677055405504223,0.412007730838793,0.5659494911961105,0.7639460136504321,0.3179587831207066,4.787389206015108,0.0906112686233837,0.0061279372650761,0.9997804843166552,-0.0012709909616539,0.0013980522321826,0.0702250327255539,5.356526432364064,0.2046984996468275,0.0031640563195166,0.0017703529389063,0.0025405747530668,0.0001047131347849,0.0012920015966299,0.0004083638420504,0.0059271872512873,0.7770744643031777,0.4795464539086699,2.141957300422198e-05,-0.0001704455345895,1.8477775511723587e-05,0.6155175319193127
1654,0.1272037079976632,0.0639027364483439,0.1319549259957722,0.1927540654530907,0.2846287406987849,0.5096994399863298,0.1440162271805274,7.435544435963353,-4.326161741096757,0.0180796741689272,0.9996703443387286,-0.0005369435551067,0.0005636727417122,0.1357572049482128,1.7618599894927407,0.5654063810480513,0.0038860247512892,0.0013443391547154,0.0031358587804473,0.0002009587591356,0.0019916822370269,0.000302845715794,1.1014907909390191e-10,0.892671146800946,0.6322938537098572,0.0001024825355853,0.0002540442060603,-1.8312710406432645e-05,0.2123946600269916
3480,0.2192909367489282,0.1266505013182844,0.2191818240253628,0.329597277108793,0.4643233688963017,0.7098488982637651,0.2981744421906693,9.003556543315108,-0.2256055478966732,0.0349958005894424,1.000409979345191,-110.94766308915274,114.04337615946804,0.1118877305372012,0.5415366158000542,0.4878305051421975,0.0156255286332883,0.0100182768915474,0.0049237570233097,0.0008022429222555,0.004553189894877,0.0004356008496744,0.0308917903031393,0.3465240153732592,0.3128082908474211,0.00054509172147,-0.0001804428995864,0.000202439515821,0.698618353751961
3347,0.0232904708937434,0.1505479464479089,0.275685862924725,0.421705097108786,0.5817632513320916,0.7929082065544589,0.296368989205103,7.215975952518138,0.3996484615264293,0.0040817683823095,0.999740591837506,-0.0005789808758115,0.000829213403985,0.0702245334253863,0.3600875011812361,0.2913571067649006,0.0026670880601675,0.0029500078565504,0.0007476990468057,8.204008380468112e-05,0.0007557926732126,0.0001440983697551,0.0033431086379407,0.3151416063364401,0.3383118238505541,8.187981636551269e-06,-0.0005755679755523,-1.9184061633700623e-05,0.6234840764119765
1236,1.5849251527103394,0.0782870152019171,0.1403478516589817,0.2141341625041163,0.3232776040758853,0.5262008482516004,0.2231237322515213,4.817154836003468,8.918391543835273,0.1771641216324894,0.9998693225697362,-0.0028297818562673,0.0042012587860428,0.2073676393218787,0.2730091942151353,0.0671334084135578,0.0146283374074176,0.0004925817057401,0.0069611308967721,0.0002551872897171,0.0046511935897487,0.0002335514485774,4.806145412206142e-11,0.5331693049979092,0.4168056796103597,0.0024504049755616,-0.002770809736622,0.000269102847817,0.7788861301099418
1480,0.0199409806078221,0.1507607319381702,0.2740853346791244,0.3911417592299781,0.5682041783595883,0.789092229365665,0.2934249263984298,7.374918131742344,-0.9460877656148932,0.0047186010998668,0.99967352266302,-0.0014091915764659,0.0017035941336679,0.0702253675005606,0.2853839402682358,0.4228463617586949,0.0024192915243664,0.0019291150260831,0.0013352030978454,0.0004964379070205,0.000986386254503,4.749585801206007e-05,0.000312827143752,0.5714302998282077,0.4308934428801504,1.2731604703946144e-05,-3.220382716784265e-05,-1.7557351383037164e-05,0.4022428809405239
2087,0.0683219220799468,0.2353671220036847,0.3900865036394428,0.5208094094937099,0.6689427224607944,0.8243858851398468,0.3415112855740922,0.7359006804504147,-0.5117396924660704,0.0288589894964593,0.9928301660665632,-0.1431592066540669,0.1502458291945935,0.6828387651377598,1.3432648793410198,4.080596646807925,0.0221585852559715,0.0235030102685429,0.0071494473067188,0.0009254940277629,0.0063730964451696,0.0001609245758446,0.0281030895935451,0.4720659581500779,0.457806798764074,0.0002197344410409,-0.0006535644810921,1.3657213034671163e-05,0.1341851019135407
3210,1.5226904404169046,0.0698586603334227,0.1203455782279032,0.1904559502797246,0.3083358709100413,0.5028138621269763,0.088235294117647,13.63802753456363,8.115952180544454,0.1589000207124698,1.0041677092195556,-0.0424546332129779,0.0320608451509686,0.0701169106503115,3.319364387169005,1.9767001406736773,0.0110417930644611,0.0020168464288379,0.0059457485909946,0.0002024864868536,0.0079983404006641,0.000539307941163,1.0897969505985206e-10,0.7172520958912421,0.7781875203377431,0.0052321524171614,0.0026290600076122,-0.0003083620641406,0.3619634265486964
1387,0.0795481235565667,0.1167629455507871,0.2002598417267244,0.312903531294239,0.4346814160273428,0.651098657608763,0.0456389452332657,7.456339580125846,-7.514553229382172,0.0124745002466397,0.9996401076395084,-0.7022408031287137,0.6766822799288483,0.1327714310609185,0.2073621226681761,0.284936441939724,0.0015025690132474,0.0001430820354337,0.0013217797042744,0.0001912760242238,0.0009960069490871,0.0002602944082304,3.674546344284435e-12,0.9258269157844988,0.6985421030623922,3.039878192179669e-05,0.0001727652574703,-2.594420184311292e-05,0.2322584543326674
3019,0.1256648950556048,0.0569850270715927,0.0945853581104478,0.1336657040215128,0.1846601619980854,0.3951234760592375,0.1227180527383367,7.211651390434294,-5.629570141924405,0.0164282557803303,0.9991728599068228,-0.0094026621642406,0.0066517271190227,0.1387390861602079,0.2103463564364443,0.3505772607274072,0.0052135026810241,0.0025392925876231,0.0048124875549509,0.0011643501992463,0.0033619385547468,0.0005954903093713,4.169310729995601e-12,0.9172851851689334,0.7609712008191462,8.389794831411323e-05,0.0003308839350415,-8.19323817038919e-05,0.3870921126996116
375,0.6089415983153115,0.1292043275737203,0.2327518697663226,0.3403333070638076,0.4948333496351325,0.7228594952579921,0.0591836734693877,4.725464857433593,-11.274286341202464,0.0563328627133019,0.9982912854778624,-0.02393690985251,0.0273270020859806,0.2103513166766569,0.3505855277944281,1.5589867087028826,0.0100803586497617,0.0017978602664666,0.0067849911229749,0.0008377836876468,0.004599206886243,0.0003892556675731,2.2774320623808464e-11,0.7468871182140404,0.5177111836342474,0.0013304528500106,-0.0017309093910305,5.4599246754269046e-05,0.5077373419706385
2070,0.0744651903376835,0.1410727116186327,0.282095188912862,0.4491968947256323,0.6147798082814832,0.8011580576349058,0.3255578093306288,1.368954070218105,-1.2182177522680888,0.0161155415977929,0.996695345095574,-7.040883862307062,8.529366431136216,0.7295149946334528,0.2043835465537485,0.2730086789732553,0.0143847504804989,0.0074010836511102,0.004043957723158,0.0010308906688904,0.0042442601958568,0.0004177981932454,0.0293960667480634,0.4843444110022571,0.525923095257682,7.501565760043014e-05,0.0002632593312007,-6.3296235842894e-05,0.2135010040278376
810,0.1325831996287774,0.0428581433038638,0.0820494359615359,0.1475953401739514,0.3069404578393148,0.4786021633435525,0.1030421982335623,0.5614929449540912,-2.367782669520691,0.0513191113869357,0.9807671496982776,-0.4521447761613579,0.5108824268074347,0.8890263308813802,5.344617118592769,7.125658104156812,0.0249265896617524,0.0464408632150613,0.0141613959355003,0.0006947425866172,0.0108243905025454,0.000559121752762,0.102450078794805,0.6498344543329424,0.6076963194204822,0.0003967058590112,0.0004604916716868,-2.8495000396368814e-05,0.26875948142404
2527,0.0145009652626862,0.1299270205568453,0.2366686446694144,0.3548896383659625,0.5037271247963403,0.7581107339181459,0.2865554465161923,2.666952756754773,-0.5717197806510178,0.004282530916992,0.9995780875690436,-2.210994747632875,2.7860877933577552,0.3750344809610122,0.0702255801002692,0.3989410614206783,0.0034166745517283,0.001168066468242,0.0019430338308926,0.0005063517240204,0.0012945006674918,0.0002733019955432,1.2410601799711651e-10,0.8288078752886386,0.6220357543148666,1.136414394267348e-05,0.0001435473269578,-4.961938197127504e-06,0.3739445072227916
433,0.0119686133083957,0.1443480752683591,0.2681885402488211,0.417116911422968,0.566964903938233,0.7680315850710788,0.3104799216454456,7.206481653175014,-0.2273495574288525,0.0031690352091488,0.999932177204613,-0.1770957515726242,0.0913285476688644,0.1420536325240905,0.2198093050635928,0.5966252566011803,0.0013253862916971,0.0006719871450081,0.0011241335465082,0.000161712899851,0.0007704215905216,0.0002874840270311,0.0026469423914359,0.8008102076554275,0.665543218138584,8.600966987189952e-06,-4.2337623262889146e-05,1.0916826117882442e-05,1.007621908523514
3755,0.1412969583441491,0.1169388492387192,0.2300912401012496,0.3364997807914807,0.4576764756703259,0.6473058509818428,0.0382728164867517,4.690103383871781,-5.536574924422483,0.0341452138713827,0.9931828773994724,-0.0124034344983411,0.0107551297279108,0.2136631606010658,0.6947788089475216,0.9069478215723562,0.0159118241988721,0.0119908780598134,0.0103846203220688,0.0057956501888921,0.0113742029674417,0.0048992846922013,0.0447290927681151,0.7311303128445621,0.7907853576022126,0.000977367090999,-0.0015073038191439,-0.0001289817293066,0.0598535889114803
1097,0.0228535280792315,0.1337246266716131,0.2220040946074337,0.3286810619306468,0.461508102476966,0.6537156193944165,0.3265720081135903,0.6627933599228973,-0.6729275940112239,0.006498363218254,1.0002305882184603,-0.0005882683485137,0.0013361065397917,0.0701161772558588,1.5082437277802818,0.2073648646503058,0.0026685340847536,0.0015379713883702,0.0033384301121097,2.1234761722764807e-05,0.0016671491533523,0.001210941827187,0.0027578008822274,1.106622683832164,0.7071956996347958,2.168774649207296e-05,1.4595404855155536e-05,5.040434706250301e-06,0.1473641554744298
1892,0.0135782045973361,0.1457888833537066,0.2473065532531471,0.3786768500871773,0.5386903583950448,0.7851174658321396,0.2698724239450442,0.1248097610525751,-0.8790805167382679,0.0047345674234224,0.998819848274756,-0.1952786171079129,0.1893202555184094,4.005835447789161,0.0762020170970709,0.2166527937073586,0.0031337584342703,0.0048789738183427,0.0007626851280822,0.0003275670350766,0.0005087705347469,7.025347149019706e-05,0.0076407109775773,0.4111291273859209,0.2663056898344536,3.937400865676526e-06,1.2559353099739212e-05,1.3778087023948486e-06,1.1878449669237998
3851,0.0697500061044064,0.1209259287360119,0.2131872490526865,0.3129788550445554,0.4353740562719647,0.6038588683558389,0.2304797742238946,7.298584629931847,0.9746229273499182,0.0231872984374903,1.0037440326871487,-1.164114578719251,1.138175201887294,0.1419435365044446,0.070224697007462,0.9995813254891944,0.0199096483735162,0.0057735063383993,0.0114357227738222,0.0043446815035376,0.0066172931900742,0.0012858235125448,3.841207907306909e-11,1.0874482684025162,0.7261620813146396,0.0003054164707161,0.0001106942667299,9.636137491688325e-05,0.1905145381578077
1934,3.909154471404701,0.0623133285247541,0.1302346714949,0.207684945433019,0.3080597322257037,0.5760987712300701,0.0234933605720122,3.5112922743535373,11.834092520841354,0.4221665001489333,1.0036074029038191,-0.0083334948767579,0.0130680680394897,0.2849446176201649,0.2133354990559349,0.3625211627314139,0.0353443675280597,0.0058419228581659,0.0358064273654378,0.0079000810179142,0.0272901809880133,0.001835858220592,3.1857717852634686e-11,1.0012611371465003,0.8972123353335153,0.0659961956620421,0.000996716090587,0.0004083282039037,0.4196888270004157
1776,0.2316143740883615,0.1348402956136988,0.2205732604476948,0.3350381451277667,0.4982247069051513,0.6994649805974779,0.1135902636916835,8.29604548884,-7.515493263938461,0.0369067174637667,0.9993998154608053,-0.3491572072627576,0.4154612800986578,0.1208377230902725,0.2103471476015854,0.2909056296617671,0.0057194429234351,0.0008432026095276,0.0030190599980839,0.0004168534915491,0.0023246099721296,5.6413935191008994e-05,1.4410318424640243e-11,0.5957086959238507,0.4809698766302196,0.0001469607403222,-0.0009049244485456,-8.42095191867734e-05,0.4641644532264009
751,0.0158634747461172,0.2421049787614922,0.425941915836246,0.5841165860653957,0.7235530582133957,0.8778872802988111,0.4141315014720314,0.3942944916511867,0.0132059059731515,0.0072761134558778,1.0000520701180533,-2.1639020821093955,2.033331713437569,2.535577763926728,0.1329796234469527,1.271524264644458,0.0092741296870871,0.0002988370128406,0.001797647726734,0.0001583061670492,0.0012381168074686,0.0002716711612464,1.851782616135722e-13,0.6489245894204816,0.5821713062804019,5.728555431132862e-06,-0.0002247131095785,-7.922534339559409e-06,0.2154429339580611
1310,0.0265852845701725,0.1345592493300524,0.233937337084796,0.3524416145885046,0.4734128208735791,0.664999704707521,0.1933267909715407,13.575543895726964,-0.9394678440660454,0.0052822802395416,0.9995546462661248,-0.0011882326102176,0.0016172638650796,0.0732136270146108,0.2823954184849276,0.3541148898461791,0.0033966909598763,0.0012589316587988,0.0017334883840734,0.0004713604487468,0.0015801104660831,0.0008083966591167,0.0033529983990786,0.6083134473694826,0.6757296687486909,1.8433342857915383e-05,-0.0001753849620227,-7.957183038844625e-06,0.3385492236565385
2433,0.2411733154446531,0.1282037972395715,0.2351185884404043,0.358907842759646,0.5087895441007704,0.6979447580339261,0.1764705882352941,4.412871435810289,-10.01075955934688,0.0263837257745099,0.9999069075957172,-12.436549106757742,27.822290276410637,0.1118876660317418,0.2789732473058097,0.425173130920619,0.0039100795764917,0.0019702770127465,0.0020343832584451,1.6409742718047646e-05,0.0018399369890646,3.200612369648197e-05,0.0077970334812895,0.5183271751910714,0.4683013175906386,0.0001593096422143,7.868464233296013e-05,1.002139568419107e-06,0.639430970928272
3325,2.594808260880386,0.0612794967420654,0.1169059646924293,0.1682628367209131,0.2579741097734238,0.4646012534673475,0.0183673469387755,0.7074112939719557,11.121452841788772,0.3207905955645223,1.007309811319535,-0.141836481585142,0.1303541849845329,0.2163186067751165,1.6186599196620792,0.2163186067751165,0.0128676028082903,0.0014005805574592,0.0131783854720647,0.0016262136543842,0.0129869309481453,0.0010706207062414,2.9621541330904215e-11,1.0781332771561944,1.0025028179436553,0.0306430618502819,0.0002303328520425,0.0002369880272226,0.2936520082988513
1620,56.62905542451627,0.1397177655308479,0.2612299941933848,0.4330274074068724,0.6163536186481279,0.8530057772030768,0.0265486725663716,15.661430693523718,13.5061081800951,5.729865719266207,1.9150625985548044,-4.68200451634039,4.225183033204687,0.0641494967386161,0.2043832803067536,0.3505844589203439,1.9615257681097076,0.4532720969024921,1.0015716492600155,0.1897474801387103,1.0357788002469377,0.1030238773318666,1.942433303092628e-08,0.5719046642890453,0.5958495056502112,0.8303894511535191,0.465624235877812,-0.0182431802417938,1.5622453552070883
78,0.0193526493993403,0.1275484565851095,0.2150721123935224,0.3126845494853081,0.466172047105642,0.6649404035120936,0.1419878296146044,3.791320328699892,-5.050954799814358,0.0027694925759861,0.9998419823767988,-0.3316808201834814,0.2901053405289204,0.2640587275469709,0.1476938645601701,0.198417009964673,0.0010832718933437,0.0003664902740889,0.0009904283938578,0.0002203938953523,0.0007010265469524,0.0001966186006639,1.089055278249984e-12,0.9515631487630436,0.7594302700226144,5.344606716650007e-06,7.321832446327559e-05,-1.749260719290496e-05,0.323130353072942
2818,0.0086269796771918,0.1277759453471943,0.2420744231631331,0.3619171049831914,0.4904000020538144,0.7197816493546549,0.2455315145813734,15.58256328865924,1.2905484931918565,0.0017583723317458,1.0002034933399666,-0.0008046910470917,0.0003563591969925,0.0642490022859417,0.0911439334754057,0.1598754242929249,0.0013757748584234,0.0009812225393199,0.000471395023091,0.000106914830808,0.0003412550441808,6.44663603614527e-05,0.0005451962536871,0.5209824302880949,0.3947678059813644,2.129464428910293e-06,0.0003778430273695,-6.569678298426035e-06,1.0203689603616295
701,0.3711114850917641,0.0731190824020905,0.1268973411759933,0.1854868622465699,0.3174672903346226,0.6677085347490475,0.2210953346855984,0.6396142328218392,-1.7057807016867597,0.0863060303222747,0.9784284599453394,-281.5583478082136,301.8910094697286,1.5619505480970055,0.7861966942188368,7.821687415160078,0.0620382894957583,0.0426354136177196,0.0238174131761142,0.0014517622555092,0.0145565333832216,0.0002458925819068,0.2091178805636409,0.560554381632378,0.3913274066777294,0.0018995687327114,0.0008795251512617,5.299348054123724e-05,0.5302169711067015
707,0.0101844821850392,0.1523232277788282,0.2691569671345111,0.4063016404746362,0.5718770380854298,0.7975352448107182,0.3150147203140334,4.848013891026941,0.0075211633665354,0.0030536443670791,0.9999401810829484,-0.0016921503567331,0.0017961343568508,0.2047011585424577,0.1359693826814865,0.7366253369447566,0.0016419491493026,5.628867043567742e-05,0.0009613817772302,0.0003299389850529,0.0006451058646826,0.0001324201003021,8.121791867515826e-12,0.6630688224712131,0.5024568158107431,7.80617227534109e-06,-0.0001531397282482,2.701934177798687e-05,1.1354137924048042
3614,0.1634034783642592,0.167578701452092,0.2964277815264078,0.4281232852166991,0.5492949101364323,0.7002933265461891,0.1687929342492639,7.3426297505521,1.739638066354685,0.0423224694437651,1.0012697403771205,-0.0255993732053472,0.0218458894276064,0.0672363626823157,0.3062989855527715,0.2495216126210382,0.0302291286535419,0.0447106493280492,0.0085611785798713,0.0020519344696381,0.0090385964229119,0.0023427115136993,0.0043547613588312,0.4096270815826079,0.4469543992816562,0.0004765149516381,0.0103303695422769,-0.0002175629182708,0.1805974013631863
242,0.0242000914844001,0.1726554200199472,0.2923311710080183,0.4466081748498946,0.5868557306720472,0.8079498430823215,0.3307163886162905,7.3507009196107,-0.0046375259695239,0.00771067022654,0.9998097781934374,-1.1625204689816486,0.985742867738542,0.1359667414183954,1.002567950458718,0.9188961095858592,0.0040110652502855,0.0001812557017839,0.0026403735247223,0.0004104323867291,0.0014297699364703,0.0002241034803174,4.406457837502487e-14,0.724876396046877,0.4290008537981064,4.926548206114302e-05,0.0003004106306878,2.155518735880709e-05,1.2322175474262724
654,0.1881491099194411,0.1496599900921296,0.2724180690477087,0.3809355760875199,0.46751461804876,0.7624401086742534,0.2551521099116781,0.2895407630539819,-1.038039137655787,0.093237666268472,0.9714243299238858,-1.8857018926304097,1.87449299592502,1.7287402613344778,3.43207984467182,6.895536997457748,0.0473207166111573,0.1128561046515039,0.017705331872272,0.0006722845356782,0.010413914093661,0.0003263687031395,0.1472183042099902,0.7100921231136548,0.5668215930983161,0.0004320368540264,0.0016541071157225,-3.53291820517476e-05,0.3771790635306927
1992,0.0072127941822802,0.1566120275330998,0.2672709573216087,0.3908525818390809,0.5467769276289742,0.7608505109437385,0.2944062806673209,14.045686356449568,-0.0884201368010744,0.0019295815997147,1.0001203150282851,-0.0009515753601432,0.0006236006974977,0.070225038613631,1.0055627869568866,0.2883709032432082,0.0012683453580247,0.0006933418405799,0.0006123272643291,9.957441979273748e-05,0.0005447443664592,6.379428773565893e-05,0.0015594158163789,0.5459456927274863,0.5206309680970176,2.1520685537066257e-06,5.279122013179816e-05,-1.7785366609149166e-07,0.41294070506141
3395,1.4631432747899884,0.1120407910512183,0.2055193812189652,0.3008750184521577,0.4389558381655277,0.6579522941163307,0.1731958762886598,9.693631024171443,4.6665825601435165,0.1127855929123089,1.0015284849162371,-0.0003460833545155,0.0001818680017954,0.1029367427040401,0.4311408498763421,0.2700224699917575,0.0082667515340687,0.0012145300542949,0.0061124500533523,0.0006718752854943,0.0059493622124243,0.0005040149428568,1.7718382316900258e-11,0.7399900896350705,0.7240382396799918,0.0019390508782994,-0.0002766336628197,7.08502653687644e-05,1.4912919794720287
2125,0.0266587584883329,0.1808216617860525,0.3141315481547866,0.4336234721836876,0.5969183457090551,0.8047210603874463,0.3287536800785083,0.2189465257750655,-0.0924778748305317,0.0079977215248197,0.9996154719028018,-0.4858476460996643,0.4674099272229567,4.567698814450599,2.2816081418600147,0.1987255290552599,0.0068663669277424,0.000290625108446,0.0016570540531669,8.27301406501941e-05,0.0010651854500529,5.008458649185471e-05,6.247795683589352e-12,0.3468195651831805,0.2346879465653001,3.8177846947146805e-05,1.6843079009065676e-05,-2.447536521944912e-05,1.31400831870967
545,0.0229368680924459,0.14550826507924,0.2845239575731078,0.4363376192736033,0.5829784710688055,0.8091506756483366,0.3091265947006869,4.743211124560298,-0.0318703295271604,0.0068812000547541,0.9995555683108528,-0.5209481816025735,0.4534808208156355,0.2106782212589804,0.0791911044448649,0.1270046014681797,0.0045337196298371,0.0005301960387952,0.0039180973733576,0.0015082791078631,0.0026147268992045,4.0079284260734695e-05,1.703587462070777e-10,1.0522564699539712,0.7989454694458211,3.491143292468619e-05,4.605763293064058e-05,0.0001063869455985,0.51474550070702
133,0.0489523246615862,0.0372058875424455,0.0677023522817449,0.1148588270244397,0.243629542959151,0.4201781989981138,0.0932286555446516,0.7799058560825397,-2.488773923805224,0.0191840594817156,0.9933661614769744,-0.145656038701144,0.1555019570104098,1.2834760696038532,0.6409909590920292,3.207943098299736,0.0175342375126344,0.0111691238943721,0.0084934652532998,0.000267459840913,0.0032633358208467,0.0014763020502359,5.108950415499969e-10,0.9097857791855092,0.5818056684439047,0.0001007483522511,-0.0002758832574992,3.2211394378221587e-06,0.2025020893370207
