 # tess_id,signal_id,bjd0,bjd0_uncert,period,period_uncert,morph,morph_dist,ra,dec,tmag,glon,glat,teff,logg,abun
58752825,1,None,None,None,None,None,None,239.431751395057,-41.7271745100746,11.1853,336.194600632241,8.80741947056647,4140.0,None,None
233866651,1,1713.9456738359393,None,None,None,None,None,304.255423632814,57.7977897680319,10.0026,92.4135446656692,12.2875196621937,6784.0,4.06796,None
438212183,1,1467.521504,0.122983535,-0.443089703,0.000229931,0.798387594,0.044993427,96.4286744302494,14.4678787140699,13.9685,197.157820521081,0.997073245378665,3457.0,4.97169,None
107548305,1,1600.12467,0.000140696,0.048979028,1.16e-07,0.948524226,0.002957082,212.817308171844,-30.8843589710257,12.495,322.487545401488,28.937963546022,29200.0,5.59962,None
369586828,1,1354.160413,0.003828353,0.08201453,2.26e-07,0.89060319,0.000777944,2.51734658339889,-46.0156514403959,11.4755,323.69442491617,-69.4090487074384,3703.0,4.72854,None
99641129,1,1842.652932,0.000155356,0.095646582,3.85e-07,0.730007123,0.007365578,107.675213341131,66.928755633333,14.86,148.842638147206,26.6662544493783,30200.0,5.70193,None
175402069,1,1929.820395,0.007157898,0.101040422,2.46e-05,0.728103516,0.018403577,204.700611037383,-2.03033596286947,14.021,326.172422256413,58.6877453327478,32780.0,5.74193,None
124604724,1,1570.875278,3.86e-05,0.116920358,3.67e-07,0.900353845,0.002258638,199.673094978613,-31.7186328391661,13.0063,309.678943128768,30.795809103394,3190.0,4.88506,None
193092806,1,1544.426591,0.000463768,0.118509051,3.99e-07,0.727467523,0.013491442,156.735311219774,-27.382527337251,14.695,267.523423952494,25.3796013090529,28900.0,5.59962,None
293605127,1,1517.432476,0.00022151,0.120785711,1.23e-06,0.892400203,0.000630979,149.583610128575,-14.2849248978333,13.8372,252.106833624837,31.0255415125551,None,5.0139,None
271164763,1,1683.463862,0.000176109,0.125764952,3.38e-07,0.777570771,0.043063017,294.635885071822,46.0664275435337,12.4561,79.0187647322178,11.6742936075565,None,None,None
396004353,1,1597.176557,0.000518994,0.131530532,4.1e-07,0.734423864,0.018962639,210.481048432812,-75.2260175882781,13.719,307.475772146794,-12.9796579524969,31000.0,5.59962,None
285019418,1,1870.577275,0.001027846,0.136606939,1.6e-07,0.743358633,0.004255945,158.470312986221,58.7818666434847,13.9998,150.276643313647,50.409065751013,7848.0,None,None
219788401,1,1816.918595,0.000267889,0.137185178,1.54e-07,0.757846303,0.048507658,264.505849900663,63.2390120733961,11.1171,92.5863463432494,32.2306110265994,4579.0,4.23849,None
73764693,1,1544.389294,0.00103928,0.139271546,9.51e-08,0.68940534,0.057308858,155.841228498847,-37.6166400554691,11.777,273.098986498512,16.532439458962,28400.0,5.59962,None
32008233,1,1491.658818,0.001856343,0.141611142,2.16e-06,0.759859697,0.018942232,116.731199891457,-9.57514308216366,13.5201,227.894491021106,7.73272831811264,None,None,None
88459699,1,1842.623463,0.003709893,0.14511098,1.21e-05,0.850668468,0.028510836,105.527454793818,62.1622359929735,10.5217,153.907317939876,24.9962940649537,5911.0,4.53224,None
440666925,1,1764.791736,0.000810321,0.146346876,1.44e-06,0.829406088,0.012964115,7.52420149579445,26.2906774595237,14.7029,116.991965150224,-36.3348088710767,7964.0,None,None
248394276,1,1438.835147,0.071299611,0.148572806,2.08e-05,0.899228659,0.005123128,76.5335289879717,-1.83101282512466,14.3056,201.959837835357,-24.145632302775,3255.0,5.05482,None
248394273,1,1438.015294,0.000104588,0.148584322,3.98e-06,0.895223568,0.009949092,76.5332564104248,-1.82864545772935,14.0175,201.957424971743,-24.1447207799152,3089.0,5.00028,None
142047616,1,1816.25601,0.000498957,0.148723936,6.73e-08,0.641206846,0.002111922,76.7011717920797,83.3231261083264,14.9257,129.493311870384,24.0335974510504,None,None,None
198354443,1,1683.417581,0.001617389,0.153434063,1.48e-07,0.844251987,0.032227809,256.129673827745,57.0727528503737,11.3899,85.5557948111948,36.8934579549426,6261.0,4.15004,None
116503129,1,1929.609531,0.000430664,0.171256424,3.32e-08,0.787883347,0.04367457,233.92078411217,45.7432601472679,11.8651,73.8604632955464,52.6456831279806,5681.41,3.90863,-0.938757
36077464,1,1544.073125,0.007499039,0.172803237,7.2e-07,0.915449395,0.004269288,149.628909228332,-47.4883432523341,11.7695,275.204344956682,5.8577313956354,3647.0,4.78922,None
157847499,1,1870.59017,0.005720694,0.175207608,5.27e-07,0.776220177,0.010711938,167.380534317532,43.5929996567444,10.5648,167.567910646787,63.6765137595692,6115.86,4.41739,-0.622627
326242641,1,1411.07741,0.002194577,0.182462909,2.13e-05,0.808291581,0.040525393,41.2799363543507,-18.1325054725455,10.4277,199.966545017094,-62.3457049230159,6418.0,4.22721,None
155657579,1,1683.533719,0.034319678,0.184069663,1.36e-06,0.84064693,0.014654055,206.479550727175,79.3871746019595,13.2276,119.802115720622,37.4078554644729,3304.0,4.89607,None
285181196,1,1790.685148,0.000878098,0.192637596,9.42e-06,0.900802235,0.001656737,35.2118920184952,33.3465194950831,11.2321,143.614452340325,-25.9091012988585,3445.0,4.68965,None
248348545,1,1386.089007,1.23e-05,0.194603808,2.77e-07,0.806298292,0.041060516,17.1823711439634,-3.66786203421703,11.1733,133.665765134289,-66.1785848238697,6233.0,4.28953,None
332277332,1,1711.471632,7.19e-05,0.196671096,4.43e-08,0.593177367,0.002939448,204.170638922694,51.9137289196794,12.848,107.030440635214,63.7950876498457,None,None,None
391663438,1,1683.448475,0.0,0.199361158,0.0,0.8230105,0.030799522,297.45753559586,20.3567975568239,14.9635,57.6340799803106,-2.96232348011647,2944.0,5.12811,None
12632044,1,1411.298037,0.00362745,0.201633774,1.38e-06,0.89788266,0.016427131,53.1811229876232,-8.92757052263777,11.647,195.124557033306,-47.8243496359587,3721.0,4.72277,None
61351519,1,1468.512624,0.015211371,0.2048653,2.08e-06,0.88963572,0.002025509,102.629451850498,-13.2204532396427,13.6731,224.640771051155,-6.18626937825124,3537.0,4.56742,None
445829772,1,1870.496377,0.001499837,0.205191558,1.46e-06,0.788072651,0.044329022,173.087323923488,49.7360191166151,11.4498,151.484477751881,62.7787610918335,5874.0,4.06155,None
34142502,1,1468.402205,0.004106868,0.208421705,2.32e-05,0.845225073,0.034629668,94.4492659796423,-15.6899637812647,14.1073,223.429590507154,-14.3965396029048,2893.0,5.0797,None
219107776,1,1683.493148,0.004067758,0.209939314,2.45e-06,0.791846182,0.00287467,271.05936947865,67.9034088302947,13.9343,97.9289523083817,29.4033906117747,5149.0,None,None
95525590,1,1929.914413,8.61e-05,0.218007832,7.09e-09,0.920151947,0.001957835,202.771561846335,12.2617459554613,10.3848,336.875018686833,72.467166232147,4241.0,4.44169,None
425864141,1,1354.254401,8.27e-05,0.218384606,7.91e-07,0.729373053,0.002044638,352.085597470875,-45.9170314729801,13.8697,338.68627830837,-65.020498520597,3039.0,4.92833,None
213046690,1,1438.139177,0.004535636,0.225840837,3.55e-06,0.924081695,0.00014421,75.3675122456956,-4.20191824713007,11.9565,203.641840027558,-26.3048057814863,5651.0,None,None
24450633,1,1438.134688,0.000344221,0.228607639,2.86e-06,0.795781542,0.015504275,82.3563718862604,-32.8177502706741,13.7169,236.789415066635,-30.6040789655138,7346.0,None,None
152147549,1,1570.810596,0.000175234,0.229490363,1.33e-07,0.934252892,0.001929143,169.881210392574,-39.8467404156826,10.3424,284.369885810538,19.6890415190968,5438.0,None,None
318966048,1,1411.063339,8.27e-05,0.230663399,9.09e-07,0.918838042,0.001263839,42.7284113261563,1.39921971153123,11.2547,172.981489736687,-49.4997920079579,5388.0,None,None
21174723,1,1790.748542,0.002460604,0.231879832,1.41e-06,0.716141606,0.004967125,36.4006481504953,28.0974703031595,13.007,147.024630644989,-30.3315855563999,6752.0,None,None
219203188,1,1438.171633,8.46e-05,0.231936558,4.32e-07,0.802638222,0.010980989,92.6402439328786,-48.7403786770998,13.0082,256.422258020904,-26.5452959202613,6025.0,None,None
231810776,1,1438.150442,0.000193113,0.232728994,1.13e-08,0.903008974,0.002437443,85.6741145287324,-53.2760033928867,12.0149,260.856973041724,-31.5150166352604,4335.0,4.42498,None
279615979,1,1544.606617,0.002585824,0.240733815,4.33e-07,0.762064286,0.047432415,106.343800728929,-59.7264934367726,12.5713,270.191370225103,-21.5019399143204,6805.75,3.96768,-0.607627
233079659,1,1683.691018,0.000211109,0.241802185,1.17e-07,0.965662489,1.82e-05,271.638519961946,64.4499211306433,10.2206,93.9787607379706,29.0837442723508,6165.0,4.43897,None
9172417,1,1438.039659,0.002984806,0.245189659,3.26e-06,0.894911662,0.002553515,62.0574890033951,-5.7565999163801,11.8499,197.550526398836,-38.6354851650594,3551.0,4.67786,None
278829112,1,2062.139317,0.007271368,0.245779571,9.1e-07,0.929733855,0.000176279,336.330537137297,-36.4907942493149,11.1816,6.80654337305802,-57.7923146676018,5535.0,None,None
207091008,1,1354.324239,0.246317782,0.246046624,7.24e-06,0.909320783,0.001817734,23.984390523058,-52.4773143696977,11.028,287.75883208069,-63.320253656629,5471.0,None,None
88118399,1,1931.150274,0.005755486,0.247820732,7.64e-07,0.954684316,0.001077984,193.985851085448,14.8397868399118,10.3401,308.035849954617,77.6668627069232,4877.0,4.37568,None
